Block,Round,Allele,Line,Genotype,Pupa
3,11,F,24,B,T
3,11,F,24,B,T
3,11,F,24,B,N
3,11,F,24,B,T
3,11,F,24,B,N
3,11,F,24,B,T
3,11,F,24,B,T
3,11,F,24,B,T
3,11,F,24,B,N
3,11,F,24,B,NA
3,11,F,95,B,T
3,11,F,95,B,T
3,11,F,95,B,T
3,11,F,95,B,T
3,11,F,95,B,N
3,11,F,95,B,T
3,11,M,5,D,T
3,11,M,5,D,T
3,11,M,5,D,NA
3,11,M,5,D,NA
3,11,M,5,D,T
3,11,M,5,D,T
3,11,M,5,D,NA
3,11,M,5,D,T
3,11,M,5,D,T
3,11,M,5,D,T
3,11,M,5,D,N
3,11,M,5,D,N
3,11,M,8,D,T
3,11,M,8,D,NA
3,11,M,8,D,T
3,11,M,8,D,NA
3,11,M,8,D,NA
3,11,M,8,D,NA
3,11,M,8,D,NA
3,11,M,8,D,T
3,11,M,8,D,N
3,11,M,8,D,NA
3,11,M,8,D,T
3,11,M,8,D,NA
3,11,M,16,D,T
3,11,M,16,D,NA
3,11,M,16,D,T
3,11,M,16,D,NA
3,11,M,16,D,T
3,11,M,16,D,T
3,11,M,16,D,T
3,11,M,16,D,NA
3,11,M,16,D,T
3,11,M,16,D,N
3,11,M,16,D,N
3,11,M,16,D,N
3,11,F,19,D,NA
3,11,F,19,D,T
3,11,F,19,D,T
3,11,F,19,D,T
3,11,F,19,D,NA
3,11,F,19,D,NA
3,11,F,19,D,T
3,11,F,19,D,N
3,11,F,19,D,NA
3,11,F,19,D,T
3,11,F,19,D,NA
3,11,F,19,D,NA
3,11,F,24,D,T
3,11,F,24,D,T
3,11,F,24,D,T
3,11,F,24,D,N
3,11,F,24,D,T
3,11,F,24,D,T
3,11,F,24,D,T
3,11,F,24,D,T
3,11,F,24,D,N
3,11,F,24,D,T
3,11,F,24,D,N
3,11,F,24,D,T
3,11,F,95,D,T
3,11,F,95,D,N
3,11,F,95,D,T
3,11,F,95,D,T
3,11,F,95,D,T
3,11,F,95,D,T
3,11,F,95,D,T
3,11,F,95,D,T
3,11,F,95,D,N
3,11,F,95,D,N
3,11,F,95,D,NA
3,11,F,95,D,NA
3,12,M,5,B,NA
3,12,M,5,B,T
3,12,M,5,B,N
3,12,M,5,B,T
3,12,M,5,B,NA
3,12,M,5,B,T
3,12,M,5,B,N
3,12,M,5,B,T
3,12,M,5,B,T
3,12,M,5,B,T
3,12,M,5,B,T
3,12,M,5,B,N
3,12,M,8,B,NA
3,12,M,8,B,T
3,12,M,8,B,NA
3,12,M,8,B,NA
3,12,M,8,B,T
3,12,M,8,B,T
3,12,M,8,B,NA
3,12,M,8,B,N
3,12,M,8,B,T
3,12,M,8,B,NA
3,12,M,8,B,NA
3,12,M,8,B,NA
3,12,M,16,B,NA
3,12,M,16,B,T
3,12,M,16,B,NA
3,12,M,16,B,T
3,12,M,16,B,N
3,12,M,16,B,T
3,12,M,16,B,T
3,12,M,16,B,NA
3,12,M,16,B,T
3,12,M,16,B,N
3,12,M,16,B,NA
3,12,M,16,B,N
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,T
3,12,F,19,B,NA
3,12,F,19,B,NA
3,12,F,24,B,N
3,12,F,24,B,T
3,12,F,24,B,T
3,12,F,24,B,NA
3,12,F,24,B,T
3,12,F,24,B,T
3,12,F,24,B,N
3,12,F,24,B,NA
3,12,F,24,B,T
3,12,F,24,B,NA
3,12,F,24,B,T
3,12,F,24,B,NA
3,12,F,95,B,T
3,12,F,95,B,T
3,12,F,95,B,T
3,12,F,95,B,T
3,12,F,95,B,T
3,12,M,5,D,T
3,12,M,5,D,N
3,12,M,5,D,T
3,12,M,5,D,T
3,12,M,5,D,T
3,12,M,5,D,N
3,12,M,5,D,T
3,12,M,5,D,T
3,12,M,5,D,NA
3,12,M,5,D,T
3,12,M,5,D,N
3,12,M,5,D,N
3,12,M,8,D,N
3,12,M,8,D,T
3,12,M,8,D,T
3,12,M,8,D,T
3,12,M,8,D,NA
3,12,M,8,D,N
3,12,M,8,D,T
3,12,M,8,D,T
3,12,M,8,D,NA
3,12,M,8,D,N
3,12,M,8,D,T
3,12,M,8,D,NA
3,12,M,16,D,NA
3,12,M,16,D,T
3,12,M,16,D,T
3,12,M,16,D,T
3,12,M,16,D,N
3,12,M,16,D,T
3,12,M,16,D,NA
3,12,M,16,D,N
3,12,M,16,D,T
3,12,M,16,D,NA
3,12,M,16,D,NA
3,12,M,16,D,NA
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,T
3,12,F,19,D,NA
3,12,F,24,D,NA
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,T
3,12,F,24,D,N
3,12,F,24,D,T
3,12,F,24,D,NA
3,12,F,95,D,NA
3,12,F,95,D,T
3,12,F,95,D,T
3,12,F,95,D,N
3,12,F,95,D,N
3,12,F,95,D,T
3,12,F,95,D,T
3,12,F,95,D,N
3,12,F,95,D,T
3,12,F,95,D,T
3,12,F,95,D,T
3,12,F,95,D,T
