lines,chro,line_chro,vial,sex,eclosion_date,total_from_vial,allele
S3,D,S:D,6,M,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,F,10,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,M,11,17,S
S3,D,S:D,6,F,11,17,S
S3,D,S:D,7,F,10,10,S
S3,D,S:D,7,M,11,10,S
S3,D,S:D,7,M,11,10,S
S3,D,S:D,7,M,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,F,11,10,S
S3,D,S:D,7,M,12,10,S
S3,D,S:D,7,F,12,10,S
S3,D,S:D,8,M,11,3,S
S3,D,S:D,8,M,11,3,S
S3,D,S:D,8,F,11,3,S
