S_gradiant,Time poimts,coverage
0.013666667,9,50
0.056666667,9,50
0.061666667,9,50
0.067,9,50
0.063333333,9,50
0.081,9,50
0.054333333,9,50
0.052,9,50
0.058333333,9,50
0.055,9,50
0.062666667,9,50
0.056,9,50
0.029,9,50
0.058333333,9,50
0.049333333,9,50
0.059,9,50
0.056333333,9,50
0.056666667,9,50
0.055,9,50
0.051,9,50
0.035666667,9,50
0.051,9,50
0.052666667,9,50
0.039333333,9,50
0.049,9,50
0.030333333,9,50
0.055333333,9,50
0.060666667,9,50
0.052666667,9,50
0.038666667,9,50
0.072,9,50
0.049333333,9,50
0.045666667,9,50
0.058666667,9,50
0.034333333,9,50
0.046666667,9,50
0.043,9,50
0.053,9,50
0.038333333,9,50
0.042333333,9,50
0.044666667,9,50
0.044666667,9,50
0.046,9,50
0.055333333,9,50
0.052,9,50
0.057333333,9,50
0.042666667,9,50
0.039,9,50
0.036,9,50
0.044666667,9,50
0.054,9,50
0.048,9,50
0.057,9,50
0.050666667,9,50
0.049666667,9,50
0.052666667,9,50
0.051333333,9,50
0.040666667,9,50
0.053333333,9,50
0.055666667,9,50
0.049666667,9,50
0.064666667,9,50
0.057333333,9,50
0.049,9,50
0.067333333,9,50
0.048666667,9,50
0.048666667,9,50
0.046333333,9,50
0.056666667,9,50
0.032666667,9,50
0.051,9,50
0.042333333,9,50
0.056333333,9,50
0.058333333,9,50
0.044333333,9,50
0.052333333,9,50
0.024333333,9,50
0.052333333,9,50
0.040333333,9,50
0.061666667,9,50
0.051333333,9,50
0.061333333,9,50
0.029666667,9,50
0.070333333,9,50
0.040333333,9,50
0.049666667,9,50
0.042,9,50
0.042,9,50
0.038666667,9,50
0.053666667,9,50
0.056666667,9,50
0.048333333,9,50
0.055666667,9,50
0.04,9,50
0.047,9,50
0.061,9,50
0.033,9,50
0.043333333,9,50
0.039666667,9,50
0.056,9,50
0.042333333,9,50
0.047666667,9,50
0.057,9,50
0.044333333,9,50
0.06,9,50
0.051,9,50
0.053666667,9,50
0.053333333,9,50
0.046333333,9,50
0.047,9,50
0.051666667,9,50
0.057333333,9,50
0.052,9,50
0.051,9,50
0.059333333,9,50
0.042333333,9,50
0.050333333,9,50
0.054333333,9,50
0.043666667,9,50
0.041,9,50
0.038,9,50
0.055666667,9,50
0.037,9,50
0.059,9,50
0.064333333,9,50
0.045333333,9,50
0.059333333,9,50
0.047666667,9,50
0.058666667,9,50
0.052666667,9,50
0.043333333,9,50
0.039666667,9,50
0.065333333,9,50
0.055,9,50
0.042333333,9,50
0.062,9,50
0.042333333,9,50
0.039,9,50
0.052,9,50
0.041,9,50
0.037666667,9,50
0.041666667,9,50
0.057333333,9,50
0.041333333,9,50
0.054666667,9,50
0.054666667,9,50
0.042666667,9,50
0.040333333,9,50
0.046,9,50
0.060333333,9,50
0.037,9,50
0.057,9,50
0.050666667,9,50
0.042666667,9,50
0.042333333,9,50
0.048666667,9,50
0.069666667,9,50
0.048,9,50
0.057,9,50
0.055666667,9,50
0.057333333,9,50
0.054,9,50
0.061333333,9,50
0.061,9,50
0.038333333,9,50
0.057333333,9,50
0.06,9,50
0.052,9,50
0.047,9,50
0.05,9,50
0.046,9,50
0.036666667,9,50
0.052,9,50
0.041666667,9,50
0.045333333,9,50
0.050333333,9,50
0.042333333,9,50
0.042,9,50
0.048666667,9,50
0.058666667,9,50
0.048333333,9,50
0.055,9,50
0.037,9,50
0.052333333,9,50
0.039666667,9,50
0.019,9,50
0.054666667,9,50
0.054666667,9,50
0.043333333,9,50
0.045333333,9,50
0.046,9,50
0.037333333,9,50
0.036333333,9,50
0.035333333,9,50
0.044333333,9,50
0.036333333,9,50
0.053666667,9,50
0.053,9,50
0.041666667,9,50
0.045,9,50
0.039333333,9,50
0.057666667,9,50
0.046333333,9,50
0.058666667,9,50
0.048666667,9,50
0.056,9,50
0.048,9,50
0.055,9,50
0.049,9,50
0.047333333,9,50
0.045666667,9,50
0.048,9,50
0.050333333,9,50
0.064666667,9,50
0.044,9,50
0.046333333,9,50
0.043,9,50
0.046,9,50
0.053,9,50
0.031,9,50
0.038333333,9,50
0.056,9,50
0.056333333,9,50
0.047,9,50
0.062666667,9,50
0.044,9,50
0.052333333,9,50
0.045666667,9,50
0.062666667,9,50
0.039,9,50
0.041333333,9,50
0.063666667,9,50
0.047666667,9,50
0.048,9,50
0.047333333,9,50
0.046666667,9,50
0.045333333,9,50
0.052,9,50
0.048,9,50
0.05,9,50
0.052666667,9,50
0.050333333,9,50
0.050333333,9,50
0.056,9,50
0.048,9,50
0.039,9,50
0.061333333,9,50
0.040333333,9,50
0.052333333,9,50
0.051333333,9,50
0.044333333,9,50
0.052666667,9,50
0.057333333,9,50
0.040333333,9,50
0.034666667,9,50
0.052666667,9,50
0.051666667,9,50
0.050333333,9,50
0.040666667,9,50
0.062666667,9,50
0.046,9,50
0.054333333,9,50
0.043333333,9,50
0.049333333,9,50
0.042333333,9,50
0.051333333,9,50
0.04,9,50
0.057,9,50
0.057333333,9,50
0.037,9,50
0.046666667,9,50
0.053333333,9,50
0.050333333,9,50
0.035333333,9,50
0.042,9,50
0.047333333,9,50
0.043666667,9,50
0.038333333,9,50
0.045666667,9,50
0.04,9,50
0.045,9,50
0.053,9,50
0.042666667,9,50
0.043333333,9,50
0.043333333,9,50
0.041,9,50
0.057,9,50
0.044666667,9,50
0.042666667,9,50
0.036333333,9,50
0.055,9,50
0.057666667,9,50
0.061666667,9,50
0.038333333,9,50
0.057,9,50
0.066,9,50
0.036,9,50
0.064,9,50
0.058666667,9,50
0.047333333,9,50
0.062666667,9,50
0.046666667,9,50
0.058,9,50
0.058,9,50
0.050333333,9,50
0.063666667,9,50
0.049666667,9,50
0.058,9,50
0.053,9,50
0.052333333,9,50
0.046333333,9,50
0.051333333,9,50
0.053,9,50
0.063,9,50
0.043,9,50
0.050666667,9,50
0.048666667,9,50
0.043666667,9,50
0.054666667,9,50
0.066333333,9,50
0.044,9,50
0.045,9,50
0.044333333,9,50
0.053,9,50
0.049333333,9,50
0.045666667,9,50
0.048,9,50
0.063,9,50
0.046333333,9,50
0.050666667,9,50
0.051666667,9,50
0.042666667,9,50
0.047333333,9,50
0.044666667,9,50
0.056666667,9,50
0.044,9,50
0.068666667,9,50
0.04,9,50
0.047,9,50
0.054,9,50
0.057333333,9,50
0.061333333,9,50
0.02,9,50
0.04,9,50
0.074,9,50
0.049333333,9,50
0.048,9,50
0.043666667,9,50
0.040333333,9,50
0.059333333,9,50
0.06,9,50
0.050666667,9,50
0.035333333,9,50
0.037,9,50
0.042,9,50
0.058333333,9,50
0.038,9,50
0.052,9,50
0.064666667,9,50
0.042,9,50
0.048666667,9,50
0.044666667,9,50
0.047333333,9,50
0.043666667,9,50
0.054,9,50
0.064,9,50
0.066666667,9,50
0.039666667,9,50
0.057666667,9,50
0.056666667,9,50
0.051,9,50
0.033,9,50
0.046666667,9,50
0.053666667,9,50
0.040666667,9,50
0.044,9,50
0.065333333,9,50
0.057,9,50
0.045,9,50
0.062333333,9,50
0.04,9,50
0.062333333,9,50
0.046333333,9,50
0.049666667,9,50
0.052333333,9,50
0.040666667,9,50
0.046666667,9,50
0.034333333,9,50
0.048333333,9,50
0.049333333,9,50
0.047666667,9,50
0.047,9,50
0.061333333,9,50
0.038,9,50
0.055,9,50
0.059666667,9,50
0.042666667,9,50
0.054333333,9,50
0.033666667,9,50
0.046333333,9,50
0.054333333,9,50
0.045,9,50
0.050333333,9,50
0.055333333,9,50
0.046333333,9,50
0.046333333,9,50
0.054333333,9,50
0.050666667,9,50
0.045333333,9,50
0.046333333,9,50
0.045333333,9,50
0.050333333,9,50
0.055333333,9,50
0.05,9,50
0.068333333,9,50
0.055333333,9,50
0.039666667,9,50
0.050666667,9,50
0.056666667,9,50
0.068666667,9,50
0.061666667,9,50
0.042666667,9,50
0.058333333,9,50
0.027,9,50
0.052,9,50
0.045333333,9,50
0.045666667,9,50
0.057,9,50
0.041666667,9,50
0.038,9,50
0.046666667,9,50
0.058333333,9,50
0.039666667,9,50
0.031333333,9,50
0.044333333,9,50
0.034666667,9,50
0.047333333,9,50
0.046666667,9,50
0.043,9,50
0.052,9,50
0.057333333,9,50
0.043333333,9,50
0.045666667,9,50
0.044,9,50
0.061666667,9,50
0.046666667,9,50
0.043333333,9,50
0.063333333,9,50
0.047333333,9,50
0.048,9,50
0.043666667,9,50
0.026,9,50
0.058666667,9,50
0.055333333,9,50
0.057333333,9,50
0.036666667,9,50
0.034333333,9,50
0.053666667,9,50
0.049666667,9,50
0.036666667,9,50
0.048,9,50
0.055333333,9,50
0.042,9,50
0.061666667,9,50
0.047333333,9,50
0.032666667,9,50
0.039,9,50
0.035,9,50
0.057666667,9,50
0.051333333,9,50
0.059666667,9,50
0.053666667,9,50
0.041666667,9,50
0.038333333,9,50
0.037666667,9,50
0.053333333,9,50
0.054,9,50
0.052666667,9,50
0.042,9,50
0.044666667,9,50
0.047333333,9,50
0.058333333,9,50
0.05,9,50
0.053666667,9,50
0.056,9,50
0.065666667,9,50
0.055333333,9,50
0.051333333,9,50
0.044,9,50
0.047666667,9,50
0.056,9,50
0.053666667,9,50
0.040666667,9,50
0.056666667,9,50
0.042333333,9,50
0.049333333,9,50
0.065,9,50
0.038,9,50
0.074,9,50
0.042666667,9,50
0.047333333,9,50
0.041,9,50
0.057,9,50
0.043,9,50
0.040333333,9,50
0.039333333,9,50
0.063333333,9,50
0.041,9,50
0.040666667,9,50
0.041,9,50
0.063,9,50
0.033666667,9,50
0.041,9,50
0.052333333,9,50
0.062,9,50
0.034,9,50
0.04,9,50
0.045,9,50
0.066666667,9,50
0.059333333,9,50
0.038666667,9,50
0.058,9,50
0.040666667,9,50
0.037666667,9,50
0.04,9,50
0.043333333,9,50
0.040666667,9,50
0.059666667,9,50
0.039,9,50
0.035666667,9,50
0.048333333,9,50
0.05,9,50
0.059666667,9,50
0.040666667,9,50
0.045,9,50
0.050333333,9,50
0.059666667,9,50
0.063333333,9,50
0.05,9,50
0.057,9,50
0.054333333,9,50
0.039666667,9,50
0.037333333,9,50
0.051333333,9,50
0.045666667,9,50
0.064333333,9,50
0.047,9,50
0.053333333,9,50
0.041666667,9,50
0.047,9,50
0.057666667,9,50
0.062666667,9,50
0.050333333,9,50
0.047333333,9,50
0.042,9,50
0.061666667,9,50
0.050333333,9,50
0.056666667,9,50
0.044,9,50
0.053666667,9,50
0.040333333,9,50
0.057666667,9,50
0.041333333,9,50
0.064,9,50
0.069333333,9,50
0.049,9,50
0.052,9,50
0.044666667,9,50
0.058,9,50
0.048,9,50
0.047333333,9,50
0.053333333,9,50
0.039666667,9,50
0.059333333,9,50
0.034333333,9,50
0.048666667,9,50
0.047333333,9,50
0.048333333,9,50
0.035333333,9,50
0.044666667,9,50
0.042333333,9,50
0.053,9,50
0.038,9,50
0.042,9,50
0.050666667,9,50
0.036,9,50
0.049333333,9,50
0.047666667,9,50
0.053,9,50
0.052333333,9,50
0.048666667,9,50
0.046333333,9,50
0.062666667,9,50
0.061,9,50
0.038333333,9,50
0.065,9,50
0.054333333,9,50
0.051,9,50
0.041,9,50
0.044666667,9,50
0.065666667,9,50
0.039333333,9,50
0.049333333,9,50
0.049,9,50
0.068,9,50
0.042,9,50
0.048333333,9,50
0.042666667,9,50
0.053333333,9,50
0.039333333,9,50
0.049333333,9,50
0.049333333,9,50
0.059,9,50
0.072,9,50
0.048333333,9,50
0.054,9,50
0.053,9,50
0.060666667,9,50
0.045333333,9,50
0.042,9,50
0.054333333,9,50
0.033333333,9,50
0.042666667,9,50
0.029333333,9,50
0.041333333,9,50
0.067,9,50
0.052333333,9,50
0.036666667,9,50
0.055333333,9,50
0.051,9,50
0.039333333,9,50
0.038,9,50
0.064,9,50
0.062333333,9,50
0.051666667,9,50
0.041,9,50
0.044333333,9,50
0.037,9,50
0.051,9,50
0.039333333,9,50
0.050666667,9,50
0.057666667,9,50
0.057666667,9,50
0.047,9,50
0.053333333,9,50
0.044333333,9,50
0.057333333,9,50
0.048666667,9,50
0.052666667,9,50
0.064333333,9,50
0.045,9,50
0.059,9,50
0.068666667,9,50
0.044,9,50
0.048333333,9,50
0.053,9,50
0.061333333,9,50
0.024666667,9,50
0.053,9,50
0.050333333,9,50
0.06,9,50
0.047333333,9,50
0.054333333,9,50
0.062333333,9,50
0.042,9,50
0.048,9,50
0.033333333,9,50
0.045333333,9,50
0.045333333,9,50
0.046666667,9,50
0.057666667,9,50
0.055333333,9,50
0.059333333,9,50
0.052666667,9,50
0.064333333,9,50
0.056,9,50
0.046333333,9,50
0.047666667,9,50
0.05,9,50
0.055333333,9,50
0.049333333,9,50
0.026666667,9,50
0.058,9,50
0.046666667,9,50
0.046333333,9,50
0.037,9,50
0.048,9,50
0.041333333,9,50
0.039,9,50
0.045666667,9,50
0.033333333,9,50
0.042666667,9,50
0.053666667,9,50
0.030333333,9,50
0.031666667,9,50
0.056666667,9,50
0.058333333,9,50
0.059666667,9,50
0.038333333,9,50
0.038,9,50
0.061333333,9,50
0.074666667,9,50
0.048333333,9,50
0.045666667,9,50
0.04,9,50
0.051666667,9,50
0.047666667,9,50
0.037,9,50
0.048,9,50
0.044666667,9,50
0.037,9,50
0.038333333,9,50
0.046333333,9,50
0.048666667,9,50
0.048333333,9,50
0.055666667,9,50
0.055333333,9,50
0.048333333,9,50
0.055666667,9,50
0.056,9,50
0.048666667,9,50
0.045,9,50
0.048666667,9,50
0.058333333,9,50
0.048666667,9,50
0.06,9,50
0.057333333,9,50
0.055333333,9,50
0.054,9,50
0.052,9,50
0.050666667,9,50
0.050333333,9,50
0.039333333,9,50
0.048,9,50
0.049333333,9,50
0.067,9,50
0.044666667,9,50
0.029666667,9,50
0.053333333,9,50
0.040333333,9,50
0.044666667,9,50
0.043666667,9,50
0.056333333,9,50
0.060333333,9,50
0.043,9,50
0.027333333,9,50
0.052,9,50
0.054,9,50
0.044333333,9,50
0.061,9,50
0.048,9,50
0.038666667,9,50
0.058666667,9,50
0.036666667,9,50
0.053333333,9,50
0.048333333,9,50
0.043666667,9,50
0.047,9,50
0.043666667,9,50
0.06,9,50
0.043666667,9,50
0.050333333,9,50
0.049333333,9,50
0.038,9,50
0.031,9,50
0.042,9,50
0.050666667,9,50
0.050333333,9,50
0.064333333,9,50
0.055,9,50
0.058333333,9,50
0.040333333,9,50
0.050666667,9,50
0.046,9,50
0.038,9,50
0.052,9,50
0.065,9,50
0.057333333,9,50
0.072,9,50
0.065666667,9,50
0.047333333,9,50
0.030333333,9,50
0.053,9,50
0.055,9,50
0.060333333,9,50
0.039666667,9,50
0.030666667,9,50
0.050333333,9,50
0.051333333,9,50
0.040666667,9,50
0.056666667,9,50
0.052333333,9,50
0.040333333,9,50
0.066,9,50
0.045333333,9,50
0.058666667,9,50
0.031333333,9,50
0.055666667,9,50
0.047666667,9,50
0.042333333,9,50
0.062333333,9,50
0.052333333,9,50
0.049,9,50
0.055,9,50
0.044333333,9,50
0.038,9,50
0.050333333,9,50
0.052666667,9,50
0.052666667,9,50
0.037666667,9,50
0.029333333,9,50
0.051,9,50
0.051666667,9,50
0.055666667,9,50
0.066,9,50
0.051333333,9,50
0.051333333,9,50
0.052333333,9,50
0.052,9,50
0.033666667,9,50
0.031333333,9,50
0.043666667,9,50
0.044333333,9,50
0.051,9,50
0.041333333,9,50
0.036666667,9,50
0.054333333,9,50
0.063,9,50
0.047666667,9,50
0.036333333,9,50
0.055333333,9,50
0.043,9,50
0.043333333,5,50
0.056666667,5,50
0.076666667,5,50
0.052222222,5,50
0.071111111,5,50
0.044444444,5,50
0.052222222,5,50
0.056666667,5,50
0.075555556,5,50
0.04,5,50
0.086666667,5,50
0.082222222,5,50
0.067777778,5,50
0.067777778,5,50
0.074444444,5,50
0.05,5,50
0.063333333,5,50
0.05,5,50
0.06,5,50
0.047777778,5,50
0.051111111,5,50
0.053333333,5,50
0.054444444,5,50
0.057777778,5,50
0.083333333,5,50
0.065555556,5,50
0.052222222,5,50
0.046666667,5,50
0.072222222,5,50
0.048888889,5,50
0.054444444,5,50
0.038888889,5,50
0.051111111,5,50
0.045555556,5,50
0.071111111,5,50
0.064444444,5,50
0.044444444,5,50
0.068888889,5,50
0.06,5,50
0.057777778,5,50
0.056666667,5,50
0.056666667,5,50
0.041111111,5,50
0.046666667,5,50
0.068888889,5,50
0.06,5,50
0.04,5,50
0.055555556,5,50
0.037777778,5,50
0.031111111,5,50
0.057777778,5,50
0.052222222,5,50
0.062222222,5,50
0.06,5,50
0.075555556,5,50
0.068888889,5,50
0.051111111,5,50
0.042222222,5,50
0.068888889,5,50
0.055555556,5,50
0.018888889,5,50
0.066666667,5,50
0.046666667,5,50
0.031111111,5,50
0.028888889,5,50
0.045555556,5,50
0.051111111,5,50
0.046666667,5,50
0.041111111,5,50
0.072222222,5,50
0.04,5,50
0.06,5,50
0.053333333,5,50
0.04,5,50
0.065555556,5,50
0.07,5,50
0.061111111,5,50
0.052222222,5,50
0.062222222,5,50
0.038888889,5,50
0.052222222,5,50
0.05,5,50
0.074444444,5,50
0.068888889,5,50
0.072222222,5,50
0.046666667,5,50
0.043333333,5,50
0.072222222,5,50
0.07,5,50
0.08,5,50
0.061111111,5,50
0.045555556,5,50
0.062222222,5,50
0.068888889,5,50
0.076666667,5,50
0.051111111,5,50
0.053333333,5,50
0.06,5,50
0.034444444,5,50
0.058888889,5,50
0.048888889,5,50
0.054444444,5,50
0.057777778,5,50
0.078888889,5,50
0.04,5,50
0.084444444,5,50
0.075555556,5,50
0.062222222,5,50
0.031111111,5,50
0.054444444,5,50
0.046666667,5,50
0.061111111,5,50
0.061111111,5,50
0.053333333,5,50
0.058888889,5,50
0.072222222,5,50
0.057777778,5,50
0.033333333,5,50
0.068888889,5,50
0.064444444,5,50
0.044444444,5,50
0.048888889,5,50
0.043333333,5,50
0.071111111,5,50
0.054444444,5,50
0.064444444,5,50
0.074444444,5,50
0.072222222,5,50
0.05,5,50
0.056666667,5,50
0.072222222,5,50
0.048888889,5,50
0.057777778,5,50
0.036666667,5,50
0.048888889,5,50
0.066666667,5,50
0.055555556,5,50
0.066666667,5,50
0.048888889,5,50
0.065555556,5,50
0.066666667,5,50
0.078888889,5,50
0.045555556,5,50
0.03,5,50
0.061111111,5,50
0.072222222,5,50
0.067777778,5,50
0.078888889,5,50
0.036666667,5,50
0.035555556,5,50
0.048888889,5,50
0.037777778,5,50
0.053333333,5,50
0.064444444,5,50
0.056666667,5,50
0.05,5,50
0.072222222,5,50
0.078888889,5,50
0.025555556,5,50
0.07,5,50
0.042222222,5,50
0.056666667,5,50
0.042222222,5,50
0.054444444,5,50
0.042222222,5,50
0.062222222,5,50
0.053333333,5,50
0.042222222,5,50
0.046666667,5,50
0.045555556,5,50
0.061111111,5,50
0.066666667,5,50
0.078888889,5,50
0.054444444,5,50
0.051111111,5,50
0.065555556,5,50
0.052222222,5,50
0.054444444,5,50
0.044444444,5,50
0.067777778,5,50
0.058888889,5,50
0.051111111,5,50
0.063333333,5,50
0.061111111,5,50
0.047777778,5,50
0.047777778,5,50
0.062222222,5,50
0.066666667,5,50
0.07,5,50
0.034444444,5,50
0.052222222,5,50
0.046666667,5,50
0.073333333,5,50
0.03,5,50
0.063333333,5,50
0.064444444,5,50
0.07,5,50
0.063333333,5,50
0.053333333,5,50
0.078888889,5,50
0.068888889,5,50
0.05,5,50
0.048888889,5,50
0.052222222,5,50
0.078888889,5,50
0.073333333,5,50
0.053333333,5,50
0.058888889,5,50
0.037777778,5,50
0.057777778,5,50
0.045555556,5,50
0.055555556,5,50
0.047777778,5,50
0.053333333,5,50
0.065555556,5,50
0.051111111,5,50
0.08,5,50
0.072222222,5,50
0.061111111,5,50
0.052222222,5,50
0.055555556,5,50
0.043333333,5,50
0.067777778,5,50
0.064444444,5,50
0.045555556,5,50
0.044444444,5,50
0.068888889,5,50
0.042222222,5,50
0.041111111,5,50
0.041111111,5,50
0.052222222,5,50
0.037777778,5,50
0.036666667,5,50
0.068888889,5,50
0.057777778,5,50
0.066666667,5,50
0.075555556,5,50
0.063333333,5,50
0.052222222,5,50
0.065555556,5,50
0.06,5,50
0.064444444,5,50
0.051111111,5,50
0.051111111,5,50
0.052222222,5,50
0.044444444,5,50
0.065555556,5,50
0.074444444,5,50
0.056666667,5,50
0.043333333,5,50
0.043333333,5,50
0.064444444,5,50
0.056666667,5,50
0.037777778,5,50
0.061111111,5,50
0.068888889,5,50
0.074444444,5,50
0.038888889,5,50
0.08,5,50
0.048888889,5,50
0.05,5,50
0.04,5,50
0.05,5,50
0.046666667,5,50
0.052222222,5,50
0.071111111,5,50
0.04,5,50
0.048888889,5,50
0.047777778,5,50
0.082222222,5,50
0.05,5,50
0.063333333,5,50
0.057777778,5,50
0.067777778,5,50
0.053333333,5,50
0.06,5,50
0.037777778,5,50
0.052222222,5,50
0.058888889,5,50
0.044444444,5,50
0.062222222,5,50
0.051111111,5,50
0.048888889,5,50
0.023333333,5,50
0.05,5,50
0.072222222,5,50
0.051111111,5,50
0.054444444,5,50
0.06,5,50
0.052222222,5,50
0.051111111,5,50
0.058888889,5,50
0.048888889,5,50
0.052222222,5,50
0.038888889,5,50
0.028888889,5,50
0.058888889,5,50
0.067777778,5,50
0.031111111,5,50
0.056666667,5,50
0.036666667,5,50
0.067777778,5,50
0.068888889,5,50
0.066666667,5,50
0.074444444,5,50
0.06,5,50
0.048888889,5,50
0.041111111,5,50
0.048888889,5,50
0.061111111,5,50
0.054444444,5,50
0.046666667,5,50
0.037777778,5,50
0.057777778,5,50
0.052222222,5,50
0.071111111,5,50
0.054444444,5,50
0.068888889,5,50
0.04,5,50
0.071111111,5,50
0.064444444,5,50
0.045555556,5,50
0.051111111,5,50
0.041111111,5,50
0.067777778,5,50
0.042222222,5,50
0.051111111,5,50
0.057777778,5,50
0.036666667,5,50
0.054444444,5,50
0.051111111,5,50
0.066666667,5,50
0.043333333,5,50
0.044444444,5,50
0.057777778,5,50
0.048888889,5,50
0.061111111,5,50
0.038888889,5,50
0.056666667,5,50
0.046666667,5,50
0.057777778,5,50
0.042222222,5,50
0.052222222,5,50
0.053333333,5,50
0.064444444,5,50
0.051111111,5,50
0.071111111,5,50
0.046666667,5,50
0.063333333,5,50
0.076666667,5,50
0.041111111,5,50
0.068888889,5,50
0.054444444,5,50
0.06,5,50
0.05,5,50
0.07,5,50
0.06,5,50
0.073333333,5,50
0.048888889,5,50
0.041111111,5,50
0.045555556,5,50
0.047777778,5,50
0.058888889,5,50
0.082222222,5,50
0.06,5,50
0.057777778,5,50
0.041111111,5,50
0.067777778,5,50
0.081111111,5,50
0.047777778,5,50
0.033333333,5,50
0.06,5,50
0.044444444,5,50
0.05,5,50
0.084444444,5,50
0.084444444,5,50
0.035555556,5,50
0.073333333,5,50
0.064444444,5,50
0.055555556,5,50
0.02,5,50
0.033333333,5,50
0.047777778,5,50
0.05,5,50
0.055555556,5,50
0.087777778,5,50
0.053333333,5,50
0.035555556,5,50
0.071111111,5,50
0.043333333,5,50
0.045555556,5,50
0.042222222,5,50
0.077777778,5,50
0.067777778,5,50
0.053333333,5,50
0.06,5,50
0.046666667,5,50
0.051111111,5,50
0.033333333,5,50
0.062222222,5,50
0.055555556,5,50
0.058888889,5,50
0.054444444,5,50
0.032222222,5,50
0.051111111,5,50
0.073333333,5,50
0.075555556,5,50
0.065555556,5,50
0.062222222,5,50
0.067777778,5,50
0.031111111,5,50
0.07,5,50
0.042222222,5,50
0.054444444,5,50
0.036666667,5,50
0.061111111,5,50
0.05,5,50
0.052222222,5,50
0.054444444,5,50
0.058888889,5,50
0.046666667,5,50
0.056666667,5,50
0.037777778,5,50
0.038888889,5,50
0.05,5,50
0.038888889,5,50
0.046666667,5,50
0.076666667,5,50
0.041111111,5,50
0.037777778,5,50
0.052222222,5,50
0.053333333,5,50
0.066666667,5,50
0.052222222,5,50
0.034444444,5,50
0.057777778,5,50
0.047777778,5,50
0.061111111,5,50
0.043333333,5,50
0.052222222,5,50
0.063333333,5,50
0.021111111,5,50
0.064444444,5,50
0.053333333,5,50
0.058888889,5,50
0.052222222,5,50
0.038888889,5,50
0.077777778,5,50
0.065555556,5,50
0.035555556,5,50
0.064444444,5,50
0.05,5,50
0.06,5,50
0.068888889,5,50
0.048888889,5,50
0.035555556,5,50
0.06,5,50
0.054444444,5,50
0.058888889,5,50
0.065555556,5,50
0.053333333,5,50
0.041111111,5,50
0.061111111,5,50
0.062222222,5,50
0.074444444,5,50
0.045555556,5,50
0.076666667,5,50
0.07,5,50
0.042222222,5,50
0.068888889,5,50
0.036666667,5,50
0.055555556,5,50
