S_gradiant,Time poimts,coverage
0.051666667,9,100
0.045333333,9,100
0.052,9,100
0.044333333,9,100
0.051,9,100
0.041833333,9,100
0.050833333,9,100
0.048833333,9,100
0.049166667,9,100
0.042666667,9,100
0.047333333,9,100
0.045,9,100
0.063333333,9,100
0.0695,9,100
0.046333333,9,100
0.045333333,9,100
0.056166667,9,100
0.049333333,9,100
0.0585,9,100
0.051333333,9,100
0.059166667,9,100
0.041,9,100
0.037833333,9,100
0.063333333,9,100
0.0435,9,100
0.044333333,9,100
0.0595,9,100
0.041333333,9,100
0.055333333,9,100
0.053,9,100
0.042333333,9,100
0.057,9,100
0.048666667,9,100
0.054833333,9,100
0.066,9,100
0.049,9,100
0.0595,9,100
0.053666667,9,100
0.056,9,100
0.0495,9,100
0.0535,9,100
0.053666667,9,100
0.044666667,9,100
0.045666667,9,100
0.063166667,9,100
0.0355,9,100
0.051666667,9,100
0.041833333,9,100
0.052,9,100
0.044666667,9,100
0.052,9,100
0.041333333,9,100
0.057166667,9,100
0.048833333,9,100
0.0565,9,100
0.059333333,9,100
0.054666667,9,100
0.058333333,9,100
0.045833333,9,100
0.056666667,9,100
0.058,9,100
0.057,9,100
0.037166667,9,100
0.062833333,9,100
0.044333333,9,100
0.0525,9,100
0.0395,9,100
0.052333333,9,100
0.044,9,100
0.056166667,9,100
0.046833333,9,100
0.056666667,9,100
0.044166667,9,100
0.049666667,9,100
0.0505,9,100
0.062333333,9,100
0.050166667,9,100
0.034666667,9,100
0.0675,9,100
0.056,9,100
0.047,9,100
0.056333333,9,100
0.061111111,5,100
0.063333333,5,100
0.047222222,5,100
0.055,5,100
0.067777778,5,100
0.037777778,5,100
0.038333333,5,100
0.051111111,5,100
0.059444444,5,100
0.052777778,5,100
0.067777778,5,100
0.073333333,5,100
0.066666667,5,100
0.067777778,5,100
0.055555556,5,100
0.043888889,5,100
0.042777778,5,100
0.058333333,5,100
0.057777778,5,100
0.06,5,100
0.068333333,5,100
0.059444444,5,100
0.06,5,100
0.051111111,5,100
0.06,5,100
0.058888889,5,100
0.046666667,5,100
0.037222222,5,100
0.066666667,5,100
0.040555556,5,100
0.051111111,5,100
0.038333333,5,100
0.045555556,5,100
0.065,5,100
0.071111111,5,100
0.045,5,100
0.038333333,5,100
0.049444444,5,100
0.056666667,5,100
0.046666667,5,100
0.054444444,5,100
0.041111111,5,100
0.036666667,5,100
0.060555556,5,100
0.061666667,5,100
0.056111111,5,100
0.045555556,5,100
0.053888889,5,100
0.050555556,5,100
0.028333333,5,100
0.047222222,5,100
0.056111111,5,100
0.052777778,5,100
0.053888889,5,100
0.062777778,5,100
0.048888889,5,100
0.043333333,5,100
0.041666667,5,100
0.063333333,5,100
0.056111111,5,100
0.043333333,5,100
0.056111111,5,100
0.035,5,100
0.048888889,5,100
0.056666667,5,100
0.057222222,5,100
0.053333333,5,100
0.058888889,5,100
0.063888889,5,100
0.065555556,5,100
0.047222222,5,100
0.037222222,5,100
0.064444444,5,100
0.067222222,5,100
0.051666667,5,100
0.053333333,5,100
0.056111111,5,100
0.031111111,5,100
0.056111111,5,100
0.032222222,5,100
0.077777778,5,100
0.050555556,5,100
0.053888889,5,100
0.063888889,5,100
0.055555556,5,100
0.052777778,5,100
0.055555556,5,100
0.056666667,5,100
0.064444444,5,100
0.068333333,5,100
0.061111111,5,100
0.051666667,5,100
0.050555556,5,100
0.051666667,5,100
0.066111111,5,100
0.060555556,5,100
0.063888889,5,100
0.064444444,5,100
0.048333333,5,100
0.059444444,5,100
0.067222222,5,100
0.056111111,5,100
0.065,5,100
0.048333333,5,100
0.052222222,5,100
0.05,5,100
0.073333333,5,100
0.065,5,100
0.058888889,5,100
0.062777778,5,100
0.055,5,100
0.046111111,5,100
0.054444444,5,100
0.055555556,5,100
0.063888889,5,100
0.066111111,5,100
0.06,5,100
0.06,5,100
0.056666667,5,100
0.075,5,100
0.058888889,5,100
0.047222222,5,100
0.055555556,5,100
0.060555556,5,100
0.058888889,5,100
0.040555556,5,100
0.055555556,5,100
0.064444444,5,100
0.056111111,5,100
0.071666667,5,100
0.06,5,100
0.043333333,5,100
0.030555556,5,100
0.039444444,5,100
0.061666667,5,100
0.056666667,5,100
0.048333333,5,100
0.063333333,5,100
0.051666667,5,100
0.059444444,5,100
0.054444444,5,100
0.053888889,5,100
0.053333333,5,100
0.038888889,5,100
0.057777778,5,100
0.072222222,5,100
0.058888889,5,100
0.060555556,5,100
0.033333333,5,100
0.05,5,100
0.043333333,5,100
0.046111111,5,100
0.055,5,100
0.065555556,5,100
0.062777778,5,100
0.051111111,5,100
0.065,5,100
0.073333333,5,100
0.042222222,5,100
0.091666667,5,100
0.066666667,5,100
0.072222222,5,100
0.043888889,5,100
0.062222222,5,100
0.055555556,5,100
0.065555556,5,100
0.056111111,5,100
0.063333333,5,100
0.055,5,100
0.033888889,5,100
0.055,5,100
0.061111111,5,100
0.064444444,5,100
0.051666667,5,100
0.056111111,5,100
0.063888889,5,100
0.064444444,5,100
0.058333333,5,100
0.047777778,5,100
0.072222222,5,100
0.064444444,5,100
0.044444444,5,100
0.04,5,100
0.062222222,5,100
0.053888889,5,100
0.057777778,5,100
0.051666667,5,100
0.062777778,5,100
0.062222222,5,100
0.042777778,5,100
0.053333333,5,100
0.062222222,5,100
0.064444444,5,100
0.026111111,5,100
0.062777778,5,100
0.054444444,5,100
0.074444444,5,100
0.066666667,5,100
0.062777778,5,100
0.063888889,5,100
0.074444444,5,100
0.045555556,5,100
0.062222222,5,100
0.057777778,5,100
0.066111111,5,100
0.062222222,5,100
0.057777778,5,100
0.058888889,5,100
0.053333333,5,100
0.062222222,5,100
0.060555556,5,100
0.057777778,5,100
0.056111111,5,100
0.063888889,5,100
0.066111111,5,100
0.057222222,5,100
0.058333333,5,100
0.073888889,5,100
0.053888889,5,100
0.04,5,100
0.063333333,5,100
0.057222222,5,100
0.048888889,5,100
0.053333333,5,100
0.047777778,5,100
0.026111111,5,100
0.058888889,5,100
0.063333333,5,100
0.052777778,5,100
0.049444444,5,100
0.057777778,5,100
0.041111111,5,100
0.047222222,5,100
0.058888889,5,100
0.062222222,5,100
0.056111111,5,100
0.047777778,5,100
0.063333333,5,100
0.042777778,5,100
0.033333333,5,100
0.072777778,5,100
0.048333333,5,100
0.052222222,5,100
0.052222222,5,100
0.060555556,5,100
0.059444444,5,100
0.058888889,5,100
0.056111111,5,100
0.065555556,5,100
0.054444444,5,100
0.05,5,100
0.053888889,5,100
0.056111111,5,100
0.062777778,5,100
0.065,5,100
0.063333333,5,100
0.072222222,5,100
0.050555556,5,100
0.052777778,5,100
0.068888889,5,100
0.043333333,5,100
0.051666667,5,100
0.050555556,5,100
0.043888889,5,100
0.037777778,5,100
0.074444444,5,100
0.048888889,5,100
0.058333333,5,100
0.037222222,5,100
0.052222222,5,100
0.055555556,5,100
0.046666667,5,100
0.046111111,5,100
0.076666667,5,100
0.051666667,5,100
0.051666667,5,100
0.038888889,5,100
0.052777778,5,100
0.053888889,5,100
0.063888889,5,100
0.062777778,5,100
0.050555556,5,100
0.041111111,5,100
0.056666667,5,100
0.051111111,5,100
0.063888889,5,100
0.052222222,5,100
0.044444444,5,100
0.065555556,5,100
0.053888889,5,100
0.045555556,5,100
0.058888889,5,100
0.07,5,100
0.055555556,5,100
0.076111111,5,100
0.051111111,5,100
0.046666667,5,100
0.066666667,5,100
0.061666667,5,100
0.048888889,5,100
0.027222222,5,100
0.067777778,5,100
0.06,5,100
0.079444444,5,100
0.063333333,5,100
0.073333333,5,100
0.058333333,5,100
0.050555556,5,100
0.055,5,100
0.056111111,5,100
0.048888889,5,100
0.058333333,5,100
0.070555556,5,100
0.061666667,5,100
0.050555556,5,100
0.051111111,5,100
0.060555556,5,100
0.071666667,5,100
0.068333333,5,100
0.058888889,5,100
0.068888889,5,100
0.063333333,5,100
0.044444444,5,100
0.066666667,5,100
0.059444444,5,100
0.038333333,5,100
0.05,5,100
0.057777778,5,100
0.039444444,5,100
0.081666667,5,100
0.055,5,100
0.057777778,5,100
0.061666667,5,100
0.053888889,5,100
0.050555556,5,100
0.04,5,100
0.067777778,5,100
0.046111111,5,100
0.063888889,5,100
0.043888889,5,100
0.046666667,5,100
0.026111111,5,100
0.052777778,5,100
0.065555556,5,100
0.049444444,5,100
0.043888889,5,100
0.048888889,5,100
0.053333333,5,100
0.055555556,5,100
0.053888889,5,100
0.057777778,5,100
0.066666667,5,100
0.046666667,5,100
0.060555556,5,100
0.055555556,5,100
0.073888889,5,100
0.063333333,5,100
0.053333333,5,100
0.041666667,5,100
0.052777778,5,100
0.042777778,5,100
0.052222222,5,100
0.043888889,5,100
0.067777778,5,100
0.045,5,100
0.042222222,5,100
0.072222222,5,100
0.047222222,5,100
0.061666667,5,100
0.041111111,5,100
0.048333333,5,100
0.060555556,5,100
0.048333333,5,100
0.058888889,5,100
0.065555556,5,100
0.072777778,5,100
0.054444444,5,100
0.051111111,5,100
0.048888889,5,100
0.050555556,5,100
0.027222222,5,100
0.057777778,5,100
0.061666667,5,100
0.053333333,5,100
0.052222222,5,100
0.063333333,5,100
0.06,5,100
0.043888889,5,100
0.05,5,100
0.054444444,5,100
0.061111111,5,100
0.053888889,5,100
0.061666667,5,100
0.063888889,5,100
0.061111111,5,100
0.050555556,5,100
0.071111111,5,100
0.051666667,5,100
0.045,5,100
0.053333333,5,100
0.056666667,5,100
0.067777778,5,100
0.055,5,100
0.035555556,5,100
0.076111111,5,100
0.060555556,5,100
0.047777778,5,100
0.073333333,5,100
0.060555556,5,100
0.063333333,5,100
0.058888889,5,100
0.060555556,5,100
0.043333333,5,100
0.042777778,5,100
0.06,5,100
0.046111111,5,100
0.043888889,5,100
0.061111111,5,100
0.05,5,100
0.062777778,5,100
0.06,5,100
0.041666667,5,100
0.060555556,5,100
0.041111111,5,100
0.067222222,5,100
0.054444444,5,100
0.057777778,5,100
0.061111111,5,100
0.048888889,5,100
0.032777778,5,100
0.052777778,5,100
0.064444444,5,100
0.065555556,5,100
0.063888889,5,100
0.041111111,5,100
0.048333333,5,100
0.052222222,5,100
0.057777778,5,100
0.052222222,5,100
0.043888889,5,100
0.044444444,5,100
0.061666667,5,100
0.053333333,5,100
0.04,5,100
0.057777778,5,100
0.041666667,5,100
0.054444444,5,100
0.05,5,100
0.066111111,5,100
0.059444444,5,100
0.053333333,5,100
0.032222222,5,100
0.056666667,5,100
0.065,5,100
0.051111111,5,100
0.046666667,5,100
0.050555556,5,100
0.058333333,5,100
0.078888889,5,100
0.066111111,5,100
0.065,5,100
0.045555556,5,100
0.055,5,100
0.058888889,5,100
0.062777778,5,100
0.048333333,5,100
0.077777778,5,100
0.046666667,5,100
0.056111111,5,100
0.055555556,5,100
0.051666667,5,100
0.06,5,100
0.058888889,5,100
0.070555556,5,100
0.072222222,5,100
0.065555556,5,100
0.053888889,5,100
0.061111111,5,100
0.030555556,5,100
0.061666667,5,100
0.043888889,5,100
0.054444444,5,100
0.056666667,5,100
0.047222222,5,100
0.066666667,5,100
0.062777778,5,100
0.054444444,5,100
0.068888889,5,100
0.072222222,5,100
0.070555556,5,100
0.055,5,100
0.050555556,5,100
0.05,5,100
0.038333333,5,100
0.049444444,5,100
0.048888889,5,100
0.056666667,5,100
0.076666667,5,100
0.049444444,5,100
0.073333333,5,100
0.041666667,5,100
0.055555556,5,100
0.066666667,5,100
0.067777778,5,100
0.054444444,5,100
0.052777778,5,100
0.049444444,5,100
0.046111111,5,100
0.046666667,5,100
0.056111111,5,100
0.055,5,100
0.067222222,5,100
0.068333333,5,100
0.048888889,5,100
0.076666667,5,100
0.05,5,100
0.045,5,100
0.05,5,100
0.071666667,5,100
0.052222222,5,100
0.034444444,5,100
0.058333333,5,100
0.042222222,5,100
0.047777778,5,100
0.058888889,5,100
0.046111111,5,100
0.053333333,5,100
0.051666667,5,100
0.066666667,5,100
0.060555556,5,100
0.041111111,5,100
0.053333333,5,100
0.065,5,100
0.045555556,5,100
0.077222222,5,100
0.067222222,5,100
0.063888889,5,100
0.038888889,5,100
0.065555556,5,100
0.052777778,5,100
0.061111111,5,100
0.047777778,5,100
0.046111111,5,100
0.053888889,5,100
0.054444444,5,100
0.07,5,100
0.052222222,5,100
0.041111111,5,100
0.057777778,5,100
0.062222222,5,100
0.061111111,5,100
0.070555556,5,100
0.063333333,5,100
0.062222222,5,100
0.068333333,5,100
0.052777778,5,100
0.055,5,100
0.062222222,5,100
0.033888889,5,100
0.054444444,5,100
0.041111111,5,100
0.044444444,5,100
0.054444444,5,100
0.054444444,5,100
0.057222222,5,100
0.037222222,5,100
0.064444444,5,100
0.061666667,5,100
0.058333333,5,100
0.038888889,5,100
0.048333333,5,100
0.046666667,5,100
0.063333333,5,100
0.053333333,5,100
0.082222222,5,100
0.046111111,5,100
0.05,5,100
0.055555556,5,100
0.053333333,5,100
0.037777778,5,100
0.031111111,5,100
0.036111111,5,100
0.06,5,100
0.047222222,5,100
0.04,5,100
0.058888889,5,100
0.050555556,5,100
0.043333333,5,100
0.06,5,100
0.057222222,5,100
0.048333333,5,100
0.065,5,100
0.055,5,100
0.051111111,5,100
0.045,5,100
0.063333333,5,100
0.076666667,5,100
0.053333333,5,100
0.050555556,5,100
0.046666667,5,100
0.051111111,5,100
0.067777778,5,100
0.042777778,5,100
0.056666667,5,100
0.052222222,5,100
0.051111111,5,100
0.066666667,5,100
0.052222222,5,100
0.053333333,5,100
0.056666667,5,100
0.042777778,5,100
0.051666667,5,100
0.067222222,5,100
0.051666667,5,100
0.056111111,5,100
0.040555556,5,100
0.058888889,5,100
0.05,5,100
0.057222222,5,100
0.062777778,5,100
0.079444444,5,100
0.069444444,5,100
0.057222222,5,100
0.053888889,5,100
0.061666667,5,100
0.05,5,100
0.056666667,5,100
0.075,5,100
0.071111111,5,100
0.068333333,5,100
0.065,5,100
0.070555556,5,100
0.052777778,5,100
0.055,5,100
0.031666667,5,100
0.051666667,5,100
0.067222222,5,100
0.045555556,5,100
0.053888889,5,100
0.053333333,5,100
0.052777778,5,100
0.038888889,5,100
0.047222222,5,100
0.067777778,5,100
0.041111111,5,100
0.036666667,5,100
0.063333333,5,100
0.06,5,100
0.057222222,5,100
0.081111111,5,100
0.076111111,5,100
0.053333333,5,100
0.036666667,5,100
0.063888889,5,100
0.064444444,5,100
0.052222222,5,100
0.059444444,5,100
0.064444444,5,100
0.063888889,5,100
0.054444444,5,100
0.055555556,5,100
0.056111111,5,100
0.081111111,5,100
0.047222222,5,100
0.059444444,5,100
0.053333333,5,100
0.059444444,5,100
0.05,5,100
0.069444444,5,100
0.046666667,5,100
0.052222222,5,100
0.055,5,100
0.040555556,5,100
0.046666667,5,100
0.047222222,5,100
0.051111111,5,100
0.064444444,5,100
0.041666667,5,100
0.048888889,5,100
0.057222222,5,100
0.061111111,5,100
0.059444444,5,100
0.045555556,5,100
0.057222222,5,100
0.058888889,5,100
0.054444444,5,100
0.072777778,5,100
0.046111111,5,100
0.055555556,5,100
0.067222222,5,100
0.052222222,5,100
0.053888889,5,100
0.066666667,5,100
0.063888889,5,100
0.036111111,5,100
0.051111111,5,100
0.047222222,5,100
0.058888889,5,100
0.048888889,5,100
0.058888889,5,100
0.076666667,5,100
0.052222222,5,100
0.045,5,100
0.067777778,5,100
0.063333333,5,100
0.068333333,5,100
0.065555556,5,100
0.053333333,5,100
0.040555556,5,100
0.052777778,5,100
0.057777778,5,100
0.07,5,100
0.066666667,5,100
0.059444444,5,100
0.082777778,5,100
0.075,5,100
0.075,5,100
0.060555556,5,100
0.072777778,5,100
0.05,5,100
0.075,5,100
0.059444444,5,100
0.052222222,5,100
0.045,5,100
0.060555556,5,100
0.065,5,100
0.066111111,5,100
0.047777778,5,100
0.062777778,5,100
0.047222222,5,100
0.071111111,5,100
0.045,5,100
0.050555556,5,100
0.057222222,5,100
0.052777778,5,100
0.063333333,5,100
0.034444444,5,100
0.068888889,5,100
0.039444444,5,100
0.062777778,5,100
0.041111111,5,100
0.059444444,5,100
0.05,5,100
0.047777778,5,100
0.066666667,5,100
0.057222222,5,100
0.055,5,100
0.062777778,5,100
0.048333333,5,100
0.066666667,5,100
0.06,5,100
0.034444444,5,100
0.058333333,5,100
0.058888889,5,100
0.038333333,5,100
0.062222222,5,100
0.058333333,5,100
0.050555556,5,100
0.051666667,5,100
0.046111111,5,100
0.035,5,100
0.046666667,5,100
0.070555556,5,100
0.037222222,5,100
0.06,5,100
0.04,5,100
0.073333333,5,100
0.066111111,5,100
0.047777778,5,100
0.072777778,5,100
0.065,5,100
0.068888889,5,100
0.053888889,5,100
0.046111111,5,100
0.061111111,5,100
0.047222222,5,100
0.054444444,5,100
0.053888889,5,100
0.062222222,5,100
0.063333333,5,100
0.077222222,5,100
0.049444444,5,100
0.048333333,5,100
0.055,5,100
0.065555556,5,100
0.043888889,5,100
0.043888889,5,100
0.063333333,5,100
0.048888889,5,100
0.058888889,5,100
0.072222222,5,100
0.057777778,5,100
0.067222222,5,100
0.046111111,5,100
0.051111111,5,100
0.066111111,5,100
0.067222222,5,100
0.066111111,5,100
0.06,5,100
0.065555556,5,100
0.038888889,5,100
0.066666667,5,100
0.057777778,5,100
0.060555556,5,100
0.065555556,5,100
0.064444444,5,100
0.032777778,5,100
0.051666667,5,100
0.06,5,100
0.051111111,5,100
0.040555556,5,100
0.057222222,5,100
0.069444444,5,100
0.058333333,5,100
0.051111111,5,100
0.032777778,5,100
0.031666667,5,100
0.076666667,5,100
0.051111111,5,100
0.063888889,5,100
0.066666667,5,100
0.033333333,5,100
0.043333333,5,100
0.049444444,5,100
0.045555556,5,100
0.052222222,5,100
0.052222222,5,100
0.053888889,5,100
0.07,5,100
0.062222222,5,100
0.049444444,5,100
0.052222222,5,100
0.042222222,5,100
0.051111111,5,100
0.043333333,5,100
0.06,5,100
0.045,5,100
0.064444444,5,100
0.061666667,5,100
0.070555556,5,100
0.070555556,5,100
0.045555556,5,100
0.053333333,5,100
0.057777778,5,100
0.037777778,5,100
0.05,5,100
0.051666667,5,100
0.079444444,5,100
0.041111111,5,100
0.051111111,5,100
0.052777778,5,100
0.068888889,5,100
0.040555556,5,100
0.052222222,5,100
0.07,5,100
0.048888889,5,100
0.083888889,5,100
0.056111111,5,100
0.070555556,5,100
0.061111111,5,100
0.064444444,5,100
0.060555556,5,100
0.061111111,5,100
0.061111111,5,100
0.05,5,100
0.077777778,5,100
0.068333333,5,100
0.056111111,5,100
0.036666667,5,100
0.064444444,5,100
0.03,5,100
0.075,5,100
0.052777778,5,100
0.047777778,5,100
0.053888889,5,100
0.072222222,5,100
0.047222222,5,100
0.038888889,5,100
0.054444444,5,100
0.057222222,5,100
0.059444444,5,100
0.035,5,100
0.052222222,5,100
0.050555556,5,100
0.057222222,5,100
0.055,5,100
0.07,5,100
0.060555556,5,100
0.067777778,5,100
0.056666667,5,100
0.053333333,5,100
0.05,5,100
0.056111111,5,100
0.062222222,5,100
0.068888889,5,100
0.047222222,5,100
0.040555556,5,100
0.066666667,5,100
0.041666667,5,100
0.067777778,5,100
0.055,5,100
0.058888889,5,100
0.056111111,5,100
0.072222222,5,100
0.046666667,5,100
0.060555556,5,100
0.067222222,5,100
0.055,5,100
0.075555556,5,100
0.05,5,100
0.044444444,5,100
0.062222222,5,100
0.050555556,5,100
0.049444444,5,100
0.051666667,5,100
0.049444444,5,100
0.058333333,5,100
0.035,5,100
0.063888889,5,100
0.047777778,5,100
0.057777778,5,100
0.055,5,100
0.053888889,5,100
0.047222222,5,100
0.055,5,100
0.051666667,5,100
0.048333333,5,100
0.043333333,5,100
0.041111111,5,100
0.043333333,5,100
0.064444444,5,100
0.079444444,5,100
0.055555556,5,100
0.048888889,5,100
0.064444444,5,100
0.043333333,5,100
0.053888889,5,100
0.066111111,5,100
0.070555556,5,100
0.053888889,5,100
0.033888889,5,100
0.076111111,5,100
0.046111111,5,100
0.050555556,5,100
0.057777778,5,100
0.041666667,5,100
0.060555556,5,100
0.064444444,5,100
0.033888889,5,100
0.063888889,5,100
0.050555556,5,100
0.058888889,5,100
0.08,5,100
0.063333333,5,100
0.070555556,5,100
0.056666667,5,100
0.070555556,5,100
0.057777778,5,100
0.055,5,100
0.056666667,5,100
0.050555556,5,100
0.052777778,5,100
0.078333333,5,100
0.045,5,100
0.06,5,100
0.051666667,5,100
0.065555556,5,100
0.043333333,5,100
0.066111111,5,100
0.050555556,5,100
0.063888889,5,100
0.066111111,5,100
0.068888889,5,100
0.067222222,5,100
0.06,5,100
0.072222222,5,100
0.060555556,5,100
0.055,5,100
0.056666667,5,100
0.061111111,5,100
0.043888889,5,100
0.061111111,5,100
0.051111111,5,100
0.062222222,5,100
0.047222222,5,100
0.053333333,5,100
0.056666667,5,100
0.057222222,5,100
0.053333333,5,100
0.057222222,5,100
0.055,5,100
0.054444444,5,100
0.065555556,5,100
0.054444444,5,100
0.049444444,5,100
0.038888889,5,100
0.083888889,5,100
0.064444444,5,100
0.056111111,5,100
0.066111111,5,100
0.053,9,200
0.039416667,9,200
0.048333333,9,200
0.046583333,9,200
0.053166667,9,200
0.047583333,9,200
0.033333333,9,200
0.04625,9,200
0.062166667,9,200
0.051166667,9,200
0.064166667,9,200
0.057083333,9,200
0.0535,9,200
0.054583333,9,200
0.051666667,9,200
0.052083333,9,200
0.051833333,9,200
0.057,9,200
0.05875,9,200
0.0505,9,200
0.055333333,9,200
0.056083333,9,200
0.052416667,9,200
0.052583333,9,200
0.062,9,200
0.040333333,9,200
0.048833333,9,200
0.042916667,9,200
0.060333333,9,200
0.048833333,9,200
0.050666667,9,200
0.06325,9,200
0.053916667,9,200
0.054916667,9,200
0.053083333,9,200
0.052333333,9,200
0.048083333,9,200
0.045166667,9,200
0.06275,9,200
0.052,9,200
0.060833333,9,200
0.04375,9,200
0.04625,9,200
0.054333333,9,200
0.056833333,9,200
0.053916667,9,200
0.03675,9,200
0.050333333,9,200
0.036583333,9,200
0.0495,9,200
0.064583333,9,200
0.05625,9,200
0.051166667,9,200
0.048166667,9,200
0.049666667,9,200
0.06475,9,200
0.049833333,9,200
0.051666667,9,200
0.049666667,9,200
0.048,9,200
0.050083333,9,200
0.0385,9,200
0.06175,9,200
0.051,9,200
0.044083333,9,200
0.056166667,9,200
0.057833333,9,200
0.04625,9,200
0.055833333,9,200
0.063333333,9,200
0.045333333,9,200
0.039833333,9,200
0.053583333,9,200
0.058166667,9,200
0.044166667,9,200
0.04525,9,200
0.04725,9,200
0.044083333,9,200
0.050666667,9,200
0.039166667,9,200
0.063666667,9,200
0.055083333,9,200
0.048666667,9,200
0.052,9,200
0.04125,9,200
0.05325,9,200
0.0505,9,200
0.044,9,200
0.0475,9,200
0.06025,9,200
0.05375,9,200
0.043583333,9,200
0.051333333,9,200
0.045833333,9,200
0.048916667,9,200
0.056166667,9,200
0.053333333,9,200
0.046333333,9,200
0.049916667,9,200
0.052083333,9,200
0.050083333,9,200
0.04325,9,200
0.05375,9,200
0.047666667,9,200
0.04825,9,200
0.05625,9,200
0.049916667,9,200
0.056833333,9,200
0.042583333,9,200
0.051916667,9,200
0.055833333,9,200
0.052166667,9,200
0.060083333,9,200
0.04825,9,200
0.054833333,9,200
0.043583333,9,200
0.05575,9,200
0.048333333,9,200
0.04775,9,200
0.0515,9,200
0.043666667,9,200
0.043916667,9,200
0.050583333,9,200
0.032,9,200
0.044333333,9,200
0.050333333,9,200
0.052583333,9,200
0.046916667,9,200
0.059,9,200
0.049916667,9,200
0.06275,9,200
0.047833333,9,200
0.035666667,9,200
0.064416667,9,200
0.04925,9,200
0.051166667,9,200
0.0475,9,200
0.04925,9,200
0.059833333,9,200
0.042583333,9,200
0.04525,9,200
0.042083333,9,200
0.04875,9,200
0.049416667,9,200
0.044333333,9,200
0.0395,9,200
0.048,9,200
0.04325,9,200
0.0435,9,200
0.045166667,9,200
0.047833333,9,200
0.049083333,9,200
0.05125,9,200
0.050333333,9,200
0.051416667,9,200
0.053416667,9,200
0.04525,9,200
0.045333333,9,200
0.04575,9,200
0.072083333,9,200
0.051,9,200
0.048416667,9,200
0.056083333,9,200
0.039,9,200
0.042,9,200
0.04375,9,200
0.05075,9,200
0.05575,9,200
0.043583333,9,200
0.041583333,9,200
0.03875,9,200
0.05675,9,200
0.053,9,200
0.055416667,9,200
0.04475,9,200
0.05025,9,200
0.043,9,200
0.046583333,9,200
0.049666667,9,200
0.056666667,9,200
0.044,9,200
0.041166667,9,200
0.060333333,9,200
0.033416667,9,200
0.044416667,9,200
0.04925,9,200
0.048416667,9,200
0.060416667,9,200
0.048916667,9,200
0.03125,9,200
0.041,9,200
0.049333333,9,200
0.049916667,9,200
0.0555,9,200
0.043583333,9,200
0.04925,9,200
0.05175,9,200
0.059666667,9,200
0.053,9,200
0.048833333,9,200
0.046166667,9,200
0.044833333,9,200
0.053333333,9,200
0.056166667,9,200
0.04125,9,200
0.0605,9,200
0.05675,9,200
0.052583333,9,200
0.045833333,9,200
0.043166667,9,200
0.051916667,9,200
0.053833333,9,200
0.04075,9,200
0.034916667,9,200
0.052083333,9,200
0.047666667,9,200
0.041833333,9,200
0.054833333,9,200
0.0505,9,200
0.048833333,9,200
0.047333333,9,200
0.03975,9,200
0.051416667,9,200
0.058916667,9,200
0.047333333,9,200
0.043333333,9,200
0.052166667,9,200
0.048416667,9,200
0.057583333,9,200
0.053083333,9,200
0.046083333,9,200
0.052083333,9,200
0.053083333,9,200
0.04925,9,200
0.05925,9,200
0.05325,9,200
0.042833333,9,200
0.0505,9,200
0.04525,9,200
0.054083333,9,200
0.058916667,9,200
0.038666667,9,200
0.040166667,9,200
0.052333333,9,200
0.042416667,9,200
0.04375,9,200
0.04975,9,200
0.059333333,9,200
0.0425,9,200
0.053666667,9,200
0.050166667,9,200
0.049833333,9,200
0.048916667,9,200
0.049833333,9,200
0.050666667,9,200
0.05225,9,200
0.054916667,9,200
0.045583333,9,200
0.051416667,9,200
0.04675,9,200
0.051916667,9,200
0.049833333,9,200
0.054166667,9,200
0.050916667,9,200
0.0425,9,200
0.048666667,9,200
0.056333333,9,200
0.051416667,9,200
0.04475,9,200
0.04825,9,200
0.0475,9,200
0.042416667,9,200
0.0515,9,200
0.058333333,9,200
0.04025,9,200
0.047083333,9,200
0.057916667,9,200
0.0515,9,200
0.060833333,9,200
0.045416667,9,200
0.044666667,9,200
0.04425,9,200
0.039583333,9,200
0.059,9,200
0.05625,9,200
0.0475,9,200
0.050833333,9,200
0.044583333,9,200
0.049,9,200
0.049416667,9,200
0.055583333,9,200
0.042916667,9,200
0.045166667,9,200
0.042166667,9,200
0.055833333,9,200
0.051666667,9,200
0.04475,9,200
0.056583333,9,200
0.048,9,200
0.038166667,9,200
0.039,9,200
0.054666667,9,200
0.056333333,9,200
0.046333333,9,200
0.055333333,9,200
0.048416667,9,200
0.05325,9,200
0.049,9,200
0.04075,9,200
0.057166667,9,200
0.044333333,9,200
0.051,9,200
0.04175,9,200
0.059,9,200
0.050833333,9,200
0.050833333,9,200
0.057416667,9,200
0.051083333,9,200
0.0485,9,200
0.05225,9,200
0.044916667,9,200
0.045583333,9,200
0.051,9,200
0.053583333,9,200
0.048,9,200
0.030083333,9,200
0.040916667,9,200
0.050583333,9,200
0.052166667,9,200
0.049416667,9,200
0.0535,9,200
0.051166667,9,200
0.041333333,9,200
0.048333333,9,200
0.052416667,9,200
0.050833333,9,200
0.0515,9,200
0.048583333,9,200
0.05175,9,200
0.043916667,9,200
0.05375,9,200
0.047166667,9,200
0.055666667,9,200
0.061083333,9,200
0.052916667,9,200
0.056083333,9,200
0.049666667,9,200
0.052166667,9,200
0.055583333,9,200
0.05425,9,200
0.052666667,9,200
0.052083333,9,200
0.05025,9,200
0.066166667,9,200
0.051666667,9,200
0.03625,9,200
0.0415,9,200
0.056666667,9,200
