"","FSS.5.100","FSS.4.100","FSS.3.100","FSS.2.100","FSS.1.100"
"602",0.54,0.36,0.39,0.15,0.03
"603",0.36,0.42,0.34,0.16,0.07
"604",0.59,0.4,0.38,0.12,0.15
"605",0.51,0.47,0.36,0.2,0.11
"606",0.46,0.45,0.23,0.26,0.04
"607",0.53,0.42,0.39,0.22,0.11
"608",0.39,0.42,0.23,0.03,0.1
"609",0.44,0.45,0.38,0.26,0.08
"610",0.43,0.38,0.27,0.18,0.04
"611",0.4,0.53,0.3,0.13,0.1
"612",0.63,0.42,0.36,0.29,0.04
"613",0.44,0.43,0.32,0.28,0.11
"614",0.59,0.35,0.3,0.14,0.06
"615",0.49,0.34,0.37,0.21,0.07
"616",0.58,0.48,0.26,0.23,0.12
"617",0.55,0.41,0.43,0.25,0.12
"618",0.52,0.19,0.21,0.22,0.03
"619",0.36,0.44,0.28,0.21,0.06
"620",0.45,0.36,0.33,0.16,0.09
"621",0.55,0.34,0.36,0.14,0.05
"622",0.55,0.44,0.34,0.19,0.15
"623",0.4,0.4,0.48,0.22,0.15
"624",0.5,0.35,0.24,0.27,0.12
"625",0.42,0.43,0.29,0.16,0.11
"626",0.48,0.4,0.34,0.21,0.05
"627",0.45,0.39,0.21,0.24,0.06
"628",0.48,0.36,0.22,0.12,0.05
"629",0.41,0.36,0.32,0.19,0.11
"630",0.64,0.54,0.37,0.28,0.2
"631",0.47,0.51,0.22,0.26,0.07
"632",0.52,0.39,0.35,0.12,0.13
"633",0.6,0.48,0.31,0.13,0.04
"634",0.35,0.44,0.28,0.28,0.18
"635",0.45,0.42,0.35,0.18,0.15
"636",0.57,0.43,0.29,0.19,0.11
"637",0.52,0.36,0.24,0.23,0.06
"638",0.68,0.37,0.23,0.09,0.07
"639",0.47,0.34,0.26,0.3,0.1
"640",0.42,0.39,0.28,0.19,0.1
"641",0.47,0.38,0.33,0.19,0.13
"642",0.56,0.45,0.37,0.25,0.12
"643",0.45,0.44,0.31,0.25,0.06
"644",0.48,0.35,0.29,0.18,0.11
"645",0.47,0.5,0.4,0.12,0.13
"646",0.58,0.41,0.3,0.2,0.08
"647",0.51,0.41,0.32,0.05,0.12
"648",0.41,0.33,0.3,0.07,0.08
"649",0.45,0.49,0.35,0.3,0.19
"650",0.42,0.42,0.31,0.17,0.12
"651",0.44,0.38,0.25,0.24,0.04
"652",0.6,0.35,0.29,0.21,0.13
"653",0.42,0.25,0.27,0.13,0.06
"654",0.55,0.36,0.39,0.16,0.1
"655",0.49,0.14,0.19,0.3,0.04
"656",0.44,0.27,0.22,0.17,0.07
"657",0.48,0.45,0.22,0.14,0.07
"658",0.46,0.48,0.31,0.2,0.11
"659",0.35,0.32,0.33,0.31,0.08
"660",0.48,0.36,0.43,0.19,0.07
"661",0.39,0.34,0.3,0.14,0.05
"662",0.46,0.38,0.17,0.29,0.07
"663",0.57,0.38,0.3,0.16,0.16
"664",0.61,0.33,0.24,0.23,0.12
"665",0.37,0.47,0.4,0.32,0.07
"666",0.49,0.28,0.42,0.25,0.11
"667",0.59,0.42,0.26,0.17,0.11
"668",0.44,0.43,0.36,0.13,0.08
"669",0.46,0.45,0.26,0.21,0.08
"670",0.47,0.36,0.27,0.21,0.18
"671",0.6,0.41,0.31,0.16,0.13
"672",0.45,0.37,0.27,0.28,0.05
"673",0.64,0.45,0.3,0.19,0.05
"674",0.36,0.43,0.18,0.33,0.12
"675",0.45,0.47,0.36,0.16,0.08
"676",0.48,0.29,0.32,0.2,0.14
"677",0.52,0.33,0.39,0.15,0.09
"678",0.55,0.32,0.43,0.22,0.1
"679",0.51,0.47,0.2,0.14,0.12
"680",0.41,0.43,0.38,0.07,0.08
"681",0.54,0.38,0.36,0.19,0.11
"682",0.49,0.31,0.4,0.26,0.06
"683",0.45,0.38,0.29,0.06,0.14
"684",0.57,0.41,0.36,0.23,0.11
"685",0.34,0.29,0.22,0.13,0.12
"686",0.53,0.42,0.28,0.14,0.14
"687",0.55,0.4,0.41,0.17,0.09
"688",0.5,0.4,0.24,0.17,0.13
"689",0.46,0.46,0.34,0.14,0.04
"690",0.38,0.35,0.22,0.14,0.03
"691",0.5,0.43,0.33,0.22,0.13
"692",0.47,0.39,0.43,0.16,0.05
"693",0.46,0.29,0.54,0.18,0.09
"694",0.59,0.29,0.23,0.21,0.1
"695",0.44,0.57,0.29,0.28,0.05
"696",0.44,0.48,0.37,0.13,0.15
"697",0.47,0.43,0.24,0.3,0.09
"698",0.39,0.46,0.37,0.16,0.08
"699",0.63,0.39,0.27,0.11,0.13
"700",0.37,0.39,0.29,0.38,0.1
"701",0.44,0.36,0.26,0.16,0.02
"702",0.44,0.39,0.36,0.2,0.12
"703",0.37,0.39,0.37,0.26,0.12
"704",0.67,0.46,0.38,0.22,0.07
"705",0.45,0.47,0.34,0.22,0.13
"706",0.45,0.39,0.35,0.11,0.17
"707",0.48,0.41,0.2,0.17,0.09
"708",0.42,0.44,0.44,0.26,0.09
"709",0.5,0.45,0.34,0.17,0.11
"710",0.44,0.45,0.34,0.29,0.05
"711",0.55,0.51,0.36,0.09,0.12
"712",0.61,0.37,0.38,0.11,0.09
"713",0.48,0.54,0.33,0.15,0.14
"714",0.62,0.4,0.29,0.19,0.08
"715",0.55,0.43,0.31,0.23,0.05
"716",0.51,0.48,0.21,0.27,0.08
"717",0.47,0.41,0.25,0.29,0.09
"718",0.47,0.37,0.23,0.15,0.09
"719",0.49,0.4,0.33,0.2,0.09
"720",0.43,0.4,0.21,0.24,0.04
"721",0.48,0.47,0.24,0.32,0.12
"722",0.54,0.4,0.31,0.17,0.06
"723",0.44,0.43,0.34,0.19,0.11
"724",0.52,0.32,0.36,0.25,0.11
"725",0.51,0.32,0.38,0.17,0.13
"726",0.47,0.27,0.26,0.26,0.08
"727",0.55,0.35,0.28,0.25,0.12
"728",0.54,0.33,0.28,0.15,0.08
"729",0.69,0.49,0.47,0.15,0.13
"730",0.4,0.54,0.22,0.24,0.06
"731",0.47,0.43,0.17,0.29,0.05
"732",0.42,0.43,0.36,0.21,0.12
"733",0.47,0.43,0.22,0.16,0.08
"734",0.48,0.34,0.36,0.18,0.1
"735",0.57,0.39,0.26,0.16,0.09
"736",0.49,0.34,0.43,0.23,0.05
"737",0.43,0.48,0.38,0.23,0.09
"738",0.54,0.44,0.21,0.28,0.09
"739",0.59,0.42,0.2,0.24,0.09
"740",0.46,0.48,0.21,0.21,0.2
"741",0.45,0.33,0.23,0.15,0.13
"742",0.58,0.33,0.37,0.22,0.11
"743",0.56,0.31,0.35,0.15,0.19
"744",0.49,0.43,0.32,0.18,0.16
"745",0.63,0.38,0.33,0.21,0.06
"746",0.5,0.31,0.25,0.25,0.04
"747",0.63,0.43,0.21,0.32,0.1
"748",0.47,0.43,0.24,0.15,0.03
"749",0.49,0.34,0.43,0.18,0.06
"750",0.6,0.38,0.32,0.14,0.07
"751",0.48,0.41,0.33,0.2,0.14
"752",0.58,0.25,0.41,0.11,0.09
"753",0.43,0.32,0.23,0.23,0.08
"754",0.59,0.33,0.24,0.22,0.07
"755",0.42,0.4,0.32,0.18,0.03
"756",0.47,0.4,0.37,0.22,0.08
"757",0.45,0.49,0.21,0.18,0.05
"758",0.61,0.33,0.32,0.25,0.17
"759",0.45,0.43,0.28,0.23,0.1
"760",0.52,0.42,0.19,0.14,0.22
"761",0.43,0.39,0.43,0.23,0.04
"762",0.6,0.35,0.38,0.14,0.08
"763",0.55,0.42,0.32,0.17,0.2
"764",0.45,0.45,0.26,0.13,0.08
"765",0.44,0.49,0.34,0.29,0.11
"766",0.52,0.42,0.35,0.28,0.12
"767",0.56,0.48,0.34,0.26,0.1
"768",0.54,0.48,0.36,0.25,0.12
"769",0.5,0.39,0.31,0.23,0.09
"770",0.43,0.29,0.29,0.19,0.21
"771",0.47,0.43,0.35,0.24,0.14
"772",0.53,0.29,0.35,0.33,0.09
"773",0.49,0.51,0.31,0.15,0.09
"774",0.53,0.43,0.35,0.14,0.11
"775",0.42,0.55,0.32,0.31,0.09
"776",0.48,0.43,0.27,0.2,0.17
"777",0.55,0.34,0.23,0.17,0.13
"778",0.5,0.34,0.26,0.29,0.09
"779",0.58,0.2,0.24,0.26,0.1
"780",0.45,0.51,0.18,0.34,0.12
"781",0.44,0.37,0.38,0.2,0.08
"782",0.41,0.33,0.36,0.09,0.07
"783",0.5,0.43,0.34,0.22,0.08
"784",0.7,0.44,0.3,0.27,0.14
"785",0.51,0.43,0.39,0.2,0.03
"786",0.47,0.53,0.32,0.19,0.12
"787",0.4,0.49,0.22,0.28,0.08
"788",0.55,0.46,0.23,0.26,0.14
"789",0.58,0.4,0.3,0.25,0.04
"790",0.53,0.34,0.33,0.18,0.05
"791",0.51,0.44,0.41,0.12,0.17
"792",0.51,0.44,0.27,0.22,0.08
"793",0.5,0.38,0.26,0.2,0.05
"794",0.48,0.32,0.29,0.17,0.09
"795",0.5,0.51,0.29,0.14,0.08
"796",0.57,0.47,0.3,0.32,0.12
"797",0.48,0.41,0.41,0.19,0.02
"798",0.59,0.3,0.34,0.29,0.11
"799",0.5,0.41,0.34,0.25,0.08
"800",0.61,0.3,0.39,0.3,0.07
"801",0.62,0.34,0.23,0.24,0.03
"802",0.44,0.33,0.38,0.24,0.11
"803",0.5,0.27,0.34,0.23,0.07
"804",0.52,0.25,0.34,0.19,0.16
"805",0.51,0.47,0.24,0.21,0.18
"806",0.41,0.46,0.37,0.22,0.15
"807",0.41,0.48,0.26,0.16,0.14
"808",0.6,0.24,0.23,0.18,0.06
"809",0.49,0.42,0.19,0.19,0.09
"810",0.6,0.44,0.27,0.16,0.11
"811",0.48,0.32,0.37,0.22,0.1
"812",0.58,0.39,0.4,0.18,0.07
"813",0.54,0.47,0.27,0.31,0.17
"814",0.57,0.39,0.22,0.27,0.12
"815",0.4,0.45,0.2,0.29,0.04
"816",0.63,0.35,0.4,0.25,0.15
"817",0.44,0.41,0.42,0.25,0.07
"818",0.6,0.49,0.3,0.19,0.03
"819",0.46,0.47,0.36,0.15,0.11
"820",0.54,0.35,0.41,0.21,0.18
"821",0.55,0.42,0.28,0.27,0.09
"822",0.54,0.39,0.18,0.19,0.12
"823",0.57,0.5,0.31,0.15,0.07
"824",0.53,0.3,0.36,0.2,0.12
"825",0.6,0.49,0.3,0.09,0.08
"826",0.4,0.53,0.37,0.31,0.04
"827",0.44,0.4,0.4,0.28,0.03
"828",0.42,0.45,0.31,0.31,0.07
"829",0.5,0.38,0.21,0.23,0.12
"830",0.52,0.25,0.39,0.19,0.11
"831",0.51,0.47,0.31,0.26,0.14
"832",0.65,0.34,0.27,0.26,0.09
"833",0.51,0.41,0.26,0.14,0.07
"834",0.4,0.39,0.32,0.29,0.07
"835",0.48,0.49,0.31,0.21,0.09
"836",0.55,0.32,0.28,0.22,0.03
"837",0.41,0.46,0.36,0.25,0.12
"838",0.62,0.38,0.27,0.17,0.14
"839",0.57,0.4,0.34,0.13,0.05
"840",0.58,0.42,0.32,0.33,0.08
"841",0.55,0.29,0.2,0.1,0.07
"842",0.4,0.37,0.23,0.24,0.11
"843",0.36,0.54,0.22,0.13,0.16
"844",0.49,0.45,0.36,0.17,0.08
"845",0.54,0.36,0.22,0.4,0.09
"846",0.6,0.43,0.36,0.15,0.06
"847",0.46,0.35,0.19,0.13,0.14
"848",0.49,0.57,0.29,0.24,0.1
"849",0.47,0.34,0.36,0.15,0.11
"850",0.36,0.38,0.35,0.1,0.08
"851",0.49,0.29,0.25,0.18,0.04
"852",0.44,0.51,0.35,0.13,0.13
"853",0.53,0.47,0.25,0.2,0.15
"854",0.47,0.42,0.26,0.22,0.05
"855",0.49,0.43,0.26,0.12,0.11
"856",0.52,0.42,0.37,0.25,0.11
"857",0.5,0.39,0.31,0.23,0.07
"858",0.52,0.35,0.24,0.14,0.17
"859",0.55,0.38,0.25,0.25,0.06
"860",0.5,0.31,0.3,0.23,0.1
"861",0.57,0.3,0.31,0.15,0.13
"862",0.6,0.34,0.24,0.21,0.11
"863",0.48,0.38,0.24,0.23,0.13
"864",0.48,0.37,0.47,0.19,0.09
"865",0.43,0.32,0.41,0.15,0.14
"866",0.57,0.47,0.3,0.11,0.11
"867",0.45,0.47,0.37,0.28,0.08
"868",0.45,0.46,0.27,0.31,0.01
"869",0.62,0.47,0.26,0.18,0.07
"870",0.51,0.39,0.48,0.18,0.07
"871",0.59,0.46,0.3,0.19,0.12
"872",0.6,0.51,0.32,0.19,0.1
"873",0.57,0.39,0.31,0.16,0.09
"874",0.52,0.54,0.25,0.39,0.09
"875",0.47,0.38,0.19,0.22,0.14
"876",0.47,0.39,0.26,0.09,0.12
"877",0.52,0.35,0.26,0.24,0.15
"878",0.54,0.43,0.37,0.24,0.04
"879",0.57,0.41,0.22,0.18,0.05
"880",0.53,0.44,0.29,0.22,0.05
"881",0.45,0.46,0.29,0.16,0.07
"882",0.6,0.42,0.29,0.18,0.07
"883",0.59,0.33,0.32,0.16,0.07
"884",0.55,0.43,0.37,0.25,0.1
"885",0.47,0.45,0.21,0.11,0.14
"886",0.37,0.42,0.32,0.24,0.04
"887",0.47,0.31,0.26,0.24,0.1
"888",0.49,0.45,0.23,0.25,0.03
"889",0.46,0.41,0.23,0.21,0.08
"890",0.39,0.43,0.38,0.2,0.09
"891",0.37,0.32,0.28,0.17,0.08
"892",0.47,0.39,0.41,0.2,0.04
"893",0.52,0.4,0.41,0.12,0.1
"894",0.47,0.35,0.2,0.25,0.07
"895",0.59,0.38,0.32,0.21,0.08
"896",0.39,0.49,0.23,0.08,0.08
"897",0.44,0.41,0.24,0.24,0.12
"898",0.44,0.41,0.32,0.22,0.18
"899",0.39,0.6,0.16,0.25,0.03
"900",0.57,0.39,0.36,0.16,0.12
"901",0.57,0.37,0.4,0.21,0.13
"902",0.6,0.43,0.2,0.23,0.06
"903",0.58,0.45,0.37,0.22,0.07
"904",0.59,0.39,0.18,0.33,0.08
"905",0.53,0.52,0.32,0.24,0.16
"906",0.46,0.37,0.4,0.13,0.06
"907",0.4,0.38,0.33,0.19,0.15
"908",0.39,0.41,0.39,0.28,0.12
"909",0.39,0.4,0.29,0.23,0.09
"910",0.44,0.35,0.33,0.19,0.15
"911",0.46,0.32,0.3,0.18,0.1
"912",0.36,0.39,0.33,0.27,0.09
"913",0.62,0.38,0.41,0.18,0.09
"914",0.47,0.42,0.25,0.2,0.1
"915",0.41,0.56,0.3,0.27,0.08
"916",0.41,0.31,0.32,0.31,0.11
"917",0.43,0.23,0.25,0.23,0.09
"918",0.49,0.52,0.23,0.26,0.11
"919",0.44,0.46,0.3,0.17,0.1
"920",0.56,0.29,0.41,0.32,0.08
"921",0.45,0.42,0.26,0.31,0.1
"922",0.54,0.41,0.25,0.2,0.06
"923",0.54,0.44,0.28,0.19,0.12
"924",0.47,0.33,0.28,0.24,0.06
"925",0.43,0.49,0.35,0.24,0.13
"926",0.5,0.3,0.31,0.23,0.05
"927",0.48,0.3,0.35,0.27,0.05
"928",0.43,0.32,0.16,0.14,0.14
"929",0.45,0.4,0.31,0.18,0.03
"930",0.43,0.47,0.23,0.11,0.04
"931",0.57,0.35,0.38,0.21,0.18
"932",0.48,0.48,0.43,0.17,0.15
"933",0.57,0.52,0.23,0.24,0.13
"934",0.5,0.4,0.25,0.2,0.07
"935",0.42,0.4,0.31,0.18,0.1
"936",0.54,0.33,0.34,0.19,0.13
"937",0.41,0.31,0.3,0.23,0.07
"938",0.63,0.31,0.18,0.32,0.14
"939",0.47,0.4,0.33,0.25,0.13
"940",0.54,0.46,0.25,0.14,0.18
"941",0.53,0.32,0.23,0.21,0.09
"942",0.59,0.2,0.14,0.21,0.1
"943",0.43,0.29,0.34,0.13,0.13
"944",0.38,0.37,0.37,0.16,0.09
"945",0.42,0.41,0.35,0.17,0.13
"946",0.53,0.33,0.22,0.16,0.03
"947",0.39,0.35,0.36,0.29,0.11
"948",0.55,0.31,0.3,0.24,0.17
"949",0.47,0.5,0.32,0.18,0.04
"950",0.44,0.44,0.3,0.26,0.06
"951",0.59,0.39,0.31,0.22,0.06
"952",0.58,0.32,0.39,0.19,0.09
"953",0.49,0.38,0.3,0.23,0.1
"954",0.62,0.36,0.3,0.25,0.21
"955",0.61,0.34,0.32,0.11,0.09
"956",0.49,0.37,0.31,0.2,0.12
"957",0.52,0.29,0.18,0.3,0.06
"958",0.52,0.41,0.3,0.28,0.11
"959",0.57,0.25,0.33,0.18,0.1
"960",0.4,0.51,0.25,0.11,0.11
"961",0.47,0.47,0.33,0.21,0.06
"962",0.43,0.31,0.37,0.27,0.16
"963",0.41,0.47,0.36,0.17,0.08
"964",0.53,0.4,0.39,0.22,0.05
"965",0.45,0.37,0.22,0.25,0.16
"966",0.48,0.37,0.34,0.2,0.1
"967",0.49,0.31,0.19,0.21,0.07
"968",0.54,0.35,0.31,0.2,0.07
"969",0.58,0.42,0.31,0.19,0.12
"970",0.48,0.32,0.26,0.09,0.06
"971",0.56,0.43,0.31,0.2,0.13
"972",0.55,0.28,0.37,0.17,0.18
"973",0.49,0.38,0.29,0.25,0.09
"974",0.45,0.42,0.4,0.22,0.04
"975",0.4,0.39,0.27,0.14,0.11
"976",0.52,0.39,0.13,0.37,0.04
"977",0.5,0.46,0.33,0.18,0.06
"978",0.46,0.36,0.21,0.16,0.09
"979",0.44,0.32,0.19,0.2,0.07
"980",0.43,0.34,0.31,0.22,0.16
"981",0.46,0.4,0.25,0.21,0.09
"982",0.43,0.39,0.32,0.15,0.14
"983",0.35,0.39,0.32,0.22,0.1
"984",0.44,0.3,0.38,0.21,0.07
"985",0.52,0.5,0.17,0.22,0.17
"986",0.51,0.27,0.29,0.22,0.1
"987",0.53,0.45,0.34,0.3,0.05
"988",0.52,0.5,0.27,0.21,0.05
"989",0.54,0.45,0.25,0.21,0.11
"990",0.42,0.45,0.35,0.25,0.03
"991",0.61,0.49,0.36,0.25,0.16
"992",0.43,0.42,0.28,0.15,0.05
"993",0.52,0.4,0.35,0.2,0.13
"994",0.5,0.31,0.31,0.1,0.07
"995",0.45,0.36,0.25,0.15,0.04
"996",0.58,0.35,0.3,0.16,0.14
"997",0.41,0.32,0.4,0.18,0.16
"998",0.49,0.35,0.35,0.15,0.09
"999",0.46,0.47,0.27,0.24,0.09
"1000",0.51,0.31,0.22,0.15,0.08
