"","day","event","line","censor","sex","chro","allele"
"925",12,3,"S3Dfemale",0,"F","D","S"
"926",12,3,"S3Dfemale",0,"F","D","S"
"927",14,1,"S3Dfemale",0,"F","D","S"
"928",21,1,"S3Dfemale",0,"F","D","S"
"929",24,1,"S3Dfemale",0,"F","D","S"
"930",31,3,"S3Dfemale",0,"F","D","S"
"931",31,3,"S3Dfemale",0,"F","D","S"
"932",31,3,"S3Dfemale",0,"F","D","S"
"933",33,2,"S3Dfemale",0,"F","D","S"
"934",33,2,"S3Dfemale",0,"F","D","S"
"935",35,1,"S3Dfemale",0,"F","D","S"
"936",38,2,"S3Dfemale",0,"F","D","S"
"937",38,2,"S3Dfemale",0,"F","D","S"
"938",40,2,"S3Dfemale",0,"F","D","S"
"939",40,2,"S3Dfemale",0,"F","D","S"
"940",45,6,"S3Dfemale",0,"F","D","S"
"941",45,6,"S3Dfemale",0,"F","D","S"
"942",45,6,"S3Dfemale",0,"F","D","S"
"943",45,6,"S3Dfemale",0,"F","D","S"
"944",45,6,"S3Dfemale",0,"F","D","S"
"945",45,6,"S3Dfemale",0,"F","D","S"
"946",47,4,"S3Dfemale",0,"F","D","S"
"947",47,4,"S3Dfemale",0,"F","D","S"
"948",47,4,"S3Dfemale",0,"F","D","S"
"949",47,4,"S3Dfemale",0,"F","D","S"
"950",49,2,"S3Dfemale",0,"F","D","S"
"951",49,2,"S3Dfemale",0,"F","D","S"
"952",52,7,"S3Dfemale",0,"F","D","S"
"953",52,7,"S3Dfemale",0,"F","D","S"
"954",52,7,"S3Dfemale",0,"F","D","S"
"955",52,7,"S3Dfemale",0,"F","D","S"
"956",52,7,"S3Dfemale",0,"F","D","S"
"957",52,7,"S3Dfemale",0,"F","D","S"
"958",52,7,"S3Dfemale",0,"F","D","S"
"959",59,4,"S3Dfemale",0,"F","D","S"
"960",59,4,"S3Dfemale",0,"F","D","S"
"961",59,4,"S3Dfemale",0,"F","D","S"
"962",59,4,"S3Dfemale",0,"F","D","S"
"963",63,5,"S3Dfemale",0,"F","D","S"
"964",63,5,"S3Dfemale",0,"F","D","S"
"965",63,5,"S3Dfemale",0,"F","D","S"
"966",63,5,"S3Dfemale",0,"F","D","S"
"967",63,5,"S3Dfemale",0,"F","D","S"
"968",66,3,"S3Dfemale",0,"F","D","S"
"969",66,3,"S3Dfemale",0,"F","D","S"
"970",66,3,"S3Dfemale",0,"F","D","S"
"971",68,1,"S3Dfemale",0,"F","D","S"
"972",70,1,"S3Dfemale",0,"F","D","S"
"973",80,2,"S3Dfemale",0,"F","D","S"
"974",80,2,"S3Dfemale",0,"F","D","S"
"975",84,1,"S3Dfemale",0,"F","D","S"
"976",14,1,"S3Dfemale",0,"F","D","S"
"977",17,1,"S3Dfemale",0,"F","D","S"
"978",21,4,"S3Dfemale",0,"F","D","S"
"979",21,4,"S3Dfemale",0,"F","D","S"
"980",21,4,"S3Dfemale",0,"F","D","S"
"981",21,4,"S3Dfemale",0,"F","D","S"
"982",24,1,"S3Dfemale",0,"F","D","S"
"983",26,2,"S3Dfemale",0,"F","D","S"
"984",26,2,"S3Dfemale",0,"F","D","S"
"985",31,1,"S3Dfemale",0,"F","D","S"
"986",35,1,"S3Dfemale",0,"F","D","S"
