,line,sex,chro,censor,day,allele
1834,S2,M,D,0,28,S
1835,S2,M,D,0,28,S
1836,S2,M,D,0,35,S
1837,S3,M,D,1,3,S
1838,S3,M,D,1,3,S
1839,S3,M,D,1,14,S
1840,S3,M,D,1,24,S
1841,S3,M,D,1,24,S
1842,S3,M,D,1,26,S
1843,S3,M,D,1,26,S
1844,S3,M,D,1,28,S
1845,S3,M,D,1,28,S
1846,S3,M,D,1,31,S
1847,S3,M,D,1,31,S
1848,S3,M,D,1,33,S
1849,S3,M,D,1,33,S
1850,S3,M,D,1,35,S
1851,S3,M,D,1,38,S
1852,S3,M,D,1,38,S
1853,S3,M,D,1,38,S
1854,S3,M,D,1,38,S
1855,S3,M,D,1,40,S
1856,S3,M,D,1,40,S
1857,S3,M,D,1,45,S
1858,S3,M,D,1,45,S
1859,S3,M,D,1,45,S
1860,S3,M,D,1,45,S
1861,S3,M,D,1,45,S
1862,S3,M,D,1,45,S
1863,S3,M,D,1,47,S
1864,S3,M,D,1,47,S
1865,S3,M,D,1,49,S
1866,S3,M,D,1,49,S
1867,S3,M,D,1,52,S
1868,S3,M,D,1,52,S
1869,S3,M,D,1,52,S
1870,S3,M,D,1,52,S
1871,S3,M,D,1,52,S
1872,S3,M,D,1,52,S
1873,S3,M,D,1,52,S
1874,S3,M,D,1,56,S
1875,S3,M,D,1,56,S
1876,S3,M,D,1,59,S
1877,S3,M,D,1,59,S
1878,S3,M,D,1,59,S
1879,S3,M,D,1,59,S
1880,S3,M,D,1,59,S
1881,S3,M,D,1,61,S
1882,S3,M,D,1,61,S
1883,S3,M,D,1,63,S
1884,S3,M,D,1,68,S
1885,S3,M,D,1,70,S
1886,S3,M,D,1,73,S
1887,S3,M,D,1,73,S
1888,S3,M,D,1,75,S
1889,S3,M,D,1,75,S
1890,S3,M,D,1,77,S
1891,S3,M,D,1,77,S
1892,S3,M,D,1,80,S
1893,S3,M,D,1,80,S
1894,S3,M,D,1,84,S
1895,S3,M,D,1,91,S
1896,S3,M,D,1,94,S
1897,S3,M,D,0,5,S
1898,S3,M,D,0,5,S
1899,S3,M,D,0,5,S
1900,S3,M,D,0,5,S
1901,S3,M,D,0,5,S
1902,S3,M,D,0,5,S
1903,S3,M,D,0,7,S
1904,S3,M,D,0,7,S
1905,S3,M,D,0,7,S
1906,S3,M,D,0,14,S
1907,S3,M,D,0,17,S
1908,S3,M,D,0,19,S
1909,S3,M,D,0,19,S
1910,S3,M,D,0,21,S
1911,S3,M,D,0,21,S
1912,S3,M,D,0,21,S
1913,S3,M,D,0,24,S
1914,S3,M,D,0,26,S
1915,S3,M,D,0,28,S
1916,S3,M,D,0,31,S
