,line,sex,chro,censor,day,allele
1,L1,F,B,1,3,L
2,L1,F,B,1,17,L
3,L1,F,B,1,17,L
4,L1,F,B,1,19,L
5,L1,F,B,1,19,L
6,L1,F,B,1,21,L
7,L1,F,B,1,21,L
8,L1,F,B,1,21,L
9,L1,F,B,1,24,L
10,L1,F,B,1,24,L
11,L1,F,B,1,24,L
12,L1,F,B,1,24,L
13,L1,F,B,1,24,L
14,L1,F,B,1,24,L
15,L1,F,B,1,26,L
16,L1,F,B,1,26,L
17,L1,F,B,1,26,L
18,L1,F,B,1,28,L
19,L1,F,B,1,28,L
20,L1,F,B,1,28,L
21,L1,F,B,1,28,L
22,L1,F,B,1,31,L
23,L1,F,B,1,31,L
24,L1,F,B,1,31,L
25,L1,F,B,1,31,L
26,L1,F,B,1,31,L
27,L1,F,B,1,31,L
28,L1,F,B,1,31,L
29,L1,F,B,1,31,L
30,L1,F,B,1,31,L
31,L1,F,B,1,31,L
32,L1,F,B,1,31,L
33,L1,F,B,1,31,L
34,L1,F,B,1,33,L
35,L1,F,B,1,33,L
36,L1,F,B,1,33,L
37,L1,F,B,1,33,L
38,L1,F,B,1,33,L
39,L1,F,B,1,33,L
40,L1,F,B,1,33,L
41,L1,F,B,1,33,L
42,L1,F,B,1,33,L
43,L1,F,B,1,33,L
44,L1,F,B,1,33,L
45,L1,F,B,1,35,L
46,L1,F,B,1,35,L
47,L1,F,B,1,35,L
48,L1,F,B,1,38,L
49,L1,F,B,1,38,L
50,L1,F,B,1,38,L
51,L1,F,B,1,38,L
52,L1,F,B,1,38,L
53,L1,F,B,1,38,L
54,L1,F,B,1,38,L
55,L1,F,B,1,38,L
56,L1,F,B,1,38,L
57,L1,F,B,1,38,L
58,L1,F,B,1,38,L
59,L1,F,B,1,40,L
60,L1,F,B,1,45,L
61,L1,F,B,1,45,L
62,L1,F,B,1,45,L
63,L1,F,B,1,45,L
64,L1,F,B,1,45,L
65,L1,F,B,1,45,L
66,L1,F,B,1,45,L
67,L1,F,B,1,45,L
68,L1,F,B,1,45,L
69,L1,F,B,1,45,L
70,L1,F,B,1,45,L
71,L1,F,B,1,47,L
72,L1,F,B,1,47,L
73,L1,F,B,1,52,L
74,L1,F,B,1,52,L
75,L1,F,B,1,52,L
76,L1,F,B,1,56,L
77,L1,F,B,1,59,L
78,L1,F,B,1,61,L
79,L1,F,B,1,63,L
80,L1,F,B,1,70,L
81,L1,F,B,1,73,L
82,L1,F,B,1,75,L
83,L1,F,B,1,80,L
84,L1,F,B,0,7,L
85,L1,F,B,0,17,L
86,L1,F,B,0,19,L
87,L1,F,B,0,24,L
88,L1,F,B,0,40,L
89,L2,F,B,1,3,L
90,L2,F,B,1,3,L
91,L2,F,B,1,5,L
92,L2,F,B,1,12,L
93,L2,F,B,1,12,L
94,L2,F,B,1,14,L
95,L2,F,B,1,14,L
96,L2,F,B,1,17,L
97,L2,F,B,1,17,L
98,L2,F,B,1,17,L
99,L2,F,B,1,17,L
100,L2,F,B,1,19,L
101,L2,F,B,1,19,L
102,L2,F,B,1,19,L
103,L2,F,B,1,19,L
104,L2,F,B,1,21,L
105,L2,F,B,1,21,L
106,L2,F,B,1,21,L
107,L2,F,B,1,24,L
108,L2,F,B,1,24,L
109,L2,F,B,1,24,L
110,L2,F,B,1,24,L
111,L2,F,B,1,24,L
112,L2,F,B,1,24,L
113,L2,F,B,1,24,L
114,L2,F,B,1,26,L
115,L2,F,B,1,26,L
116,L2,F,B,1,28,L
117,L2,F,B,1,28,L
118,L2,F,B,1,28,L
119,L2,F,B,1,28,L
120,L2,F,B,1,31,L
121,L2,F,B,1,31,L
122,L2,F,B,1,31,L
123,L2,F,B,1,33,L
124,L2,F,B,1,33,L
125,L2,F,B,1,33,L
126,L2,F,B,1,33,L
127,L2,F,B,1,33,L
128,L2,F,B,1,33,L
129,L2,F,B,1,35,L
130,L2,F,B,1,35,L
131,L2,F,B,1,35,L
132,L2,F,B,1,38,L
133,L2,F,B,1,40,L
134,L2,F,B,1,40,L
135,L2,F,B,1,40,L
136,L2,F,B,1,45,L
137,L2,F,B,1,45,L
138,L2,F,B,1,45,L
139,L2,F,B,1,45,L
140,L2,F,B,1,45,L
141,L2,F,B,1,47,L
142,L2,F,B,1,47,L
143,L2,F,B,1,49,L
144,L2,F,B,1,49,L
145,L2,F,B,1,49,L
146,L2,F,B,1,52,L
147,L2,F,B,1,52,L
148,L2,F,B,1,52,L
149,L2,F,B,1,52,L
150,L2,F,B,1,52,L
151,L2,F,B,1,54,L
152,L2,F,B,1,59,L
153,L2,F,B,1,59,L
154,L2,F,B,1,66,L
155,L2,F,B,1,66,L
156,L2,F,B,1,66,L
157,L2,F,B,1,70,L
158,L2,F,B,1,70,L
159,L2,F,B,1,70,L
160,L2,F,B,1,70,L
161,L2,F,B,1,73,L
162,L2,F,B,1,75,L
163,L2,F,B,1,77,L
164,L2,F,B,1,80,L
165,L2,F,B,1,80,L
166,L2,F,B,1,80,L
167,L2,F,B,0,7,L
168,L2,F,B,0,7,L
169,L2,F,B,0,12,L
170,L2,F,B,0,24,L
171,L2,F,B,0,26,L
172,L2,F,B,0,26,L
173,L2,F,B,0,35,L
174,L2,F,B,0,40,L
175,L3,F,B,1,3,L
176,L3,F,B,1,3,L
177,L3,F,B,1,3,L
178,L3,F,B,1,3,L
179,L3,F,B,1,5,L
180,L3,F,B,1,10,L
181,L3,F,B,1,12,L
182,L3,F,B,1,17,L
183,L3,F,B,1,19,L
184,L3,F,B,1,24,L
185,L3,F,B,1,24,L
186,L3,F,B,1,24,L
187,L3,F,B,1,26,L
188,L3,F,B,1,28,L
189,L3,F,B,1,31,L
190,L3,F,B,1,31,L
191,L3,F,B,1,31,L
192,L3,F,B,1,31,L
193,L3,F,B,1,31,L
194,L3,F,B,1,31,L
195,L3,F,B,1,31,L
196,L3,F,B,1,33,L
197,L3,F,B,1,33,L
198,L3,F,B,1,33,L
199,L3,F,B,1,33,L
200,L3,F,B,1,33,L
201,L3,F,B,1,33,L
202,L3,F,B,1,33,L
203,L3,F,B,1,33,L
204,L3,F,B,1,33,L
205,L3,F,B,1,33,L
206,L3,F,B,1,33,L
207,L3,F,B,1,33,L
208,L3,F,B,1,35,L
209,L3,F,B,1,38,L
210,L3,F,B,1,38,L
211,L3,F,B,1,38,L
212,L3,F,B,1,38,L
213,L3,F,B,1,38,L
214,L3,F,B,1,38,L
215,L3,F,B,1,38,L
216,L3,F,B,1,38,L
217,L3,F,B,1,38,L
218,L3,F,B,1,38,L
219,L3,F,B,1,40,L
220,L3,F,B,1,45,L
221,L3,F,B,1,45,L
222,L3,F,B,1,45,L
223,L3,F,B,1,45,L
224,L3,F,B,1,45,L
225,L3,F,B,1,45,L
226,L3,F,B,1,45,L
227,L3,F,B,1,45,L
228,L3,F,B,1,47,L
229,L3,F,B,1,47,L
230,L3,F,B,1,47,L
231,L3,F,B,1,47,L
232,L3,F,B,1,49,L
233,L3,F,B,1,52,L
234,L3,F,B,1,52,L
235,L3,F,B,1,54,L
236,L3,F,B,1,54,L
237,L3,F,B,1,54,L
238,L3,F,B,1,56,L
239,L3,F,B,1,56,L
240,L3,F,B,1,56,L
241,L3,F,B,1,59,L
242,L3,F,B,1,59,L
243,L3,F,B,1,66,L
244,L3,F,B,1,70,L
245,L3,F,B,1,73,L
246,L3,F,B,1,77,L
247,L3,F,B,1,77,L
248,L3,F,B,1,80,L
249,L3,F,B,1,80,L
250,L3,F,B,1,80,L
251,L3,F,B,1,82,L
252,L3,F,B,0,7,L
253,L3,F,B,0,12,L
254,L3,F,B,0,21,L
255,L3,F,B,0,2,L
256,L3,F,B,0,28,L
257,L3,F,B,0,28,L
258,L1,F,D,1,3,L
259,L1,F,D,1,3,L
260,L1,F,D,1,3,L
261,L1,F,D,1,3,L
262,L1,F,D,1,3,L
263,L1,F,D,1,3,L
264,L1,F,D,1,3,L
265,L1,F,D,1,3,L
266,L1,F,D,1,3,L
267,L1,F,D,1,5,L
268,L1,F,D,1,5,L
269,L1,F,D,1,7,L
270,L1,F,D,1,7,L
271,L1,F,D,1,14,L
272,L1,F,D,1,17,L
273,L1,F,D,1,17,L
274,L1,F,D,1,19,L
275,L1,F,D,1,19,L
276,L1,F,D,1,21,L
277,L1,F,D,1,21,L
278,L1,F,D,1,21,L
279,L1,F,D,1,24,L
280,L1,F,D,1,33,L
281,L1,F,D,1,33,L
282,L1,F,D,1,33,L
283,L1,F,D,1,33,L
284,L1,F,D,1,33,L
285,L1,F,D,1,33,L
286,L1,F,D,1,33,L
287,L1,F,D,1,35,L
288,L1,F,D,1,35,L
289,L1,F,D,1,35,L
290,L1,F,D,1,35,L
291,L1,F,D,1,38,L
292,L1,F,D,1,38,L
293,L1,F,D,1,38,L
294,L1,F,D,1,40,L
295,L1,F,D,1,40,L
296,L1,F,D,1,45,L
297,L1,F,D,1,45,L
298,L1,F,D,1,45,L
299,L1,F,D,1,47,L
300,L1,F,D,1,49,L
301,L1,F,D,1,49,L
302,L1,F,D,1,49,L
303,L1,F,D,1,49,L
304,L1,F,D,1,52,L
305,L1,F,D,1,52,L
306,L1,F,D,1,52,L
307,L1,F,D,1,54,L
308,L1,F,D,1,59,L
309,L1,F,D,1,59,L
310,L1,F,D,1,59,L
311,L1,F,D,1,59,L
312,L1,F,D,1,59,L
313,L1,F,D,1,61,L
314,L1,F,D,1,61,L
315,L1,F,D,1,61,L
316,L1,F,D,1,63,L
317,L1,F,D,1,63,L
318,L1,F,D,1,63,L
319,L1,F,D,1,66,L
320,L1,F,D,1,66,L
321,L1,F,D,1,66,L
322,L1,F,D,1,66,L
323,L1,F,D,1,66,L
324,L1,F,D,1,66,L
325,L1,F,D,1,66,L
326,L1,F,D,1,73,L
327,L1,F,D,1,73,L
328,L1,F,D,1,73,L
329,L1,F,D,1,73,L
330,L1,F,D,1,73,L
331,L1,F,D,1,75,L
332,L1,F,D,1,75,L
333,L1,F,D,1,82,L
334,L1,F,D,0,14,L
335,L1,F,D,0,21,L
336,L1,F,D,0,31,L
337,L1,F,D,0,33,L
338,L1,F,D,0,35,L
339,L1,F,D,0,35,L
340,L2,F,D,1,3,L
341,L2,F,D,1,3,L
342,L2,F,D,1,10,L
343,L2,F,D,1,10,L
344,L2,F,D,1,14,L
345,L2,F,D,1,21,L
346,L2,F,D,1,24,L
347,L2,F,D,1,24,L
348,L2,F,D,1,24,L
349,L2,F,D,1,24,L
350,L2,F,D,1,31,L
351,L2,F,D,1,33,L
352,L2,F,D,1,33,L
353,L2,F,D,1,33,L
354,L2,F,D,1,35,L
355,L2,F,D,1,38,L
356,L2,F,D,1,45,L
357,L2,F,D,1,45,L
358,L2,F,D,1,45,L
359,L2,F,D,1,47,L
360,L2,F,D,1,47,L
361,L2,F,D,1,49,L
362,L2,F,D,1,52,L
363,L2,F,D,1,52,L
364,L2,F,D,1,52,L
365,L2,F,D,1,54,L
366,L2,F,D,1,54,L
367,L2,F,D,1,56,L
368,L2,F,D,1,56,L
369,L2,F,D,1,56,L
370,L2,F,D,1,59,L
371,L2,F,D,1,59,L
372,L2,F,D,1,61,L
373,L2,F,D,1,63,L
374,L2,F,D,1,63,L
375,L2,F,D,1,63,L
376,L2,F,D,1,63,L
377,L2,F,D,1,66,L
378,L2,F,D,1,66,L
379,L2,F,D,1,66,L
380,L2,F,D,1,66,L
381,L2,F,D,1,66,L
382,L2,F,D,1,68,L
383,L2,F,D,1,70,L
384,L2,F,D,1,73,L
385,L2,F,D,1,73,L
386,L2,F,D,1,73,L
387,L2,F,D,1,73,L
388,L2,F,D,1,73,L
389,L2,F,D,1,75,L
390,L2,F,D,1,77,L
391,L2,F,D,1,80,L
392,L2,F,D,1,80,L
393,L2,F,D,1,82,L
394,L2,F,D,1,82,L
395,L2,F,D,1,82,L
396,L2,F,D,0,5,L
397,L2,F,D,0,17,L
398,L2,F,D,0,17,L
399,L2,F,D,0,19,L
400,L2,F,D,0,19,L
401,L2,F,D,0,33,L
402,L3,F,D,1,10,L
403,L3,F,D,1,12,L
404,L3,F,D,1,14,L
405,L3,F,D,1,14,L
406,L3,F,D,1,14,L
407,L3,F,D,1,17,L
408,L3,F,D,1,19,L
409,L3,F,D,1,28,L
410,L3,F,D,1,28,L
411,L3,F,D,1,31,L
412,L3,F,D,1,31,L
413,L3,F,D,1,33,L
414,L3,F,D,1,35,L
415,L3,F,D,1,38,L
416,L3,F,D,1,38,L
417,L3,F,D,1,40,L
418,L3,F,D,1,45,L
419,L3,F,D,1,45,L
420,L3,F,D,1,47,L
421,L3,F,D,1,47,L
422,L3,F,D,1,47,L
423,L3,F,D,1,47,L
424,L3,F,D,1,47,L
425,L3,F,D,1,49,L
426,L3,F,D,1,49,L
427,L3,F,D,1,52,L
428,L3,F,D,1,52,L
429,L3,F,D,1,52,L
430,L3,F,D,1,52,L
431,L3,F,D,1,54,L
432,L3,F,D,1,54,L
433,L3,F,D,1,56,L
434,L3,F,D,1,56,L
435,L3,F,D,1,56,L
436,L3,F,D,1,59,L
437,L3,F,D,1,59,L
438,L3,F,D,1,59,L
439,L3,F,D,1,61,L
440,L3,F,D,1,63,L
441,L3,F,D,1,63,L
442,L3,F,D,1,63,L
443,L3,F,D,1,63,L
444,L3,F,D,1,66,L
445,L3,F,D,1,66,L
446,L3,F,D,1,66,L
447,L3,F,D,1,66,L
448,L3,F,D,1,66,L
449,L3,F,D,1,66,L
450,L3,F,D,1,66,L
451,L3,F,D,1,66,L
452,L3,F,D,1,68,L
453,L3,F,D,1,68,L
454,L3,F,D,1,68,L
455,L3,F,D,1,68,L
456,L3,F,D,1,68,L
457,L3,F,D,1,70,L
458,L3,F,D,1,70,L
459,L3,F,D,1,73,L
460,L3,F,D,1,73,L
461,L3,F,D,1,73,L
462,L3,F,D,1,73,L
463,L3,F,D,1,75,L
464,L3,F,D,1,75,L
465,L3,F,D,1,77,L
466,L3,F,D,1,77,L
467,L3,F,D,1,77,L
468,L3,F,D,1,80,L
469,L3,F,D,1,80,L
470,L3,F,D,1,80,L
471,L3,F,D,1,80,L
472,L3,F,D,1,80,L
473,L3,F,D,1,80,L
474,L3,F,D,1,80,L
475,L3,F,D,1,82,L
476,L3,F,D,1,82,L
477,L3,F,D,1,87,L
478,L3,F,D,0,7,L
479,L3,F,D,0,7,L
480,L3,F,D,0,14,L
481,L3,F,D,0,21,L
482,L3,F,D,0,33,L
483,L3,F,D,0,35,L
484,L3,F,D,0,38,L
485,S1,F,B,1,3,S
486,S1,F,B,1,3,S
487,S1,F,B,1,7,S
488,S1,F,B,1,7,S
489,S1,F,B,1,14,S
490,S1,F,B,1,14,S
491,S1,F,B,1,14,S
492,S1,F,B,1,21,S
493,S1,F,B,1,24,S
494,S1,F,B,1,26,S
495,S1,F,B,1,28,S
496,S1,F,B,1,28,S
497,S1,F,B,1,31,S
498,S1,F,B,1,31,S
499,S1,F,B,1,31,S
500,S1,F,B,1,31,S
501,S1,F,B,1,31,S
502,S1,F,B,1,31,S
503,S1,F,B,1,31,S
504,S1,F,B,1,31,S
505,S1,F,B,1,31,S
506,S1,F,B,1,31,S
507,S1,F,B,1,31,S
508,S1,F,B,1,31,S
509,S1,F,B,1,31,S
510,S1,F,B,1,31,S
511,S1,F,B,1,31,S
512,S1,F,B,1,31,S
513,S1,F,B,1,31,S
514,S1,F,B,1,33,S
515,S1,F,B,1,33,S
516,S1,F,B,1,33,S
517,S1,F,B,1,33,S
518,S1,F,B,1,35,S
519,S1,F,B,1,35,S
520,S1,F,B,1,35,S
521,S1,F,B,1,38,S
522,S1,F,B,1,38,S
523,S1,F,B,1,38,S
524,S1,F,B,1,38,S
525,S1,F,B,1,38,S
526,S1,F,B,1,38,S
527,S1,F,B,1,38,S
528,S1,F,B,1,38,S
529,S1,F,B,1,38,S
530,S1,F,B,1,38,S
531,S1,F,B,1,40,S
532,S1,F,B,1,40,S
533,S1,F,B,1,45,S
534,S1,F,B,1,45,S
535,S1,F,B,1,45,S
536,S1,F,B,1,45,S
537,S1,F,B,1,47,S
538,S1,F,B,1,47,S
539,S1,F,B,1,49,S
540,S1,F,B,1,49,S
541,S1,F,B,1,52,S
542,S1,F,B,1,52,S
543,S1,F,B,1,52,S
544,S1,F,B,1,52,S
545,S1,F,B,1,52,S
546,S1,F,B,1,52,S
547,S1,F,B,1,54,S
548,S1,F,B,1,54,S
549,S1,F,B,1,56,S
550,S1,F,B,1,59,S
551,S1,F,B,1,59,S
552,S1,F,B,1,59,S
553,S1,F,B,1,61,S
554,S1,F,B,1,63,S
555,S1,F,B,1,66,S
556,S1,F,B,1,66,S
557,S1,F,B,1,66,S
558,S1,F,B,1,66,S
559,S1,F,B,1,66,S
560,S1,F,B,1,66,S
561,S1,F,B,1,73,S
562,S1,F,B,1,73,S
563,S1,F,B,1,75,S
564,S1,F,B,1,75,S
565,S1,F,B,1,80,S
566,S1,F,B,1,80,S
567,S1,F,B,0,5,S
568,S1,F,B,0,7,S
569,S1,F,B,0,12,S
570,S1,F,B,0,14,S
571,S1,F,B,0,24,S
572,S1,F,B,0,24,S
573,S1,F,B,0,28,S
574,S1,F,B,0,33,S
575,S1,F,B,0,35,S
576,S1,F,B,0,40,S
577,S1,F,B,0,40,S
578,S1,F,B,0,40,S
579,S2,F,B,1,3,S
580,S2,F,B,1,7,S
581,S2,F,B,1,7,S
582,S2,F,B,1,10,S
583,S2,F,B,1,12,S
584,S2,F,B,1,12,S
585,S2,F,B,1,12,S
586,S2,F,B,1,14,S
587,S2,F,B,1,14,S
588,S2,F,B,1,14,S
589,S2,F,B,1,14,S
590,S2,F,B,1,17,S
591,S2,F,B,1,17,S
592,S2,F,B,1,17,S
593,S2,F,B,1,19,S
594,S2,F,B,1,19,S
595,S2,F,B,1,21,S
596,S2,F,B,1,24,S
597,S2,F,B,1,24,S
598,S2,F,B,1,24,S
599,S2,F,B,1,24,S
600,S2,F,B,1,24,S
601,S2,F,B,1,24,S
602,S2,F,B,1,24,S
603,S2,F,B,1,24,S
604,S2,F,B,1,24,S
605,S2,F,B,1,24,S
606,S2,F,B,1,26,S
607,S2,F,B,1,26,S
608,S2,F,B,1,26,S
609,S2,F,B,1,26,S
610,S2,F,B,1,26,S
611,S2,F,B,1,26,S
612,S2,F,B,1,26,S
613,S2,F,B,1,26,S
614,S2,F,B,1,26,S
615,S2,F,B,1,26,S
616,S2,F,B,1,28,S
617,S2,F,B,1,28,S
618,S2,F,B,1,28,S
619,S2,F,B,1,28,S
620,S2,F,B,1,28,S
621,S2,F,B,1,28,S
622,S2,F,B,1,28,S
623,S2,F,B,1,28,S
624,S2,F,B,1,31,S
625,S2,F,B,1,31,S
626,S2,F,B,1,31,S
627,S2,F,B,1,31,S
628,S2,F,B,1,31,S
629,S2,F,B,1,31,S
630,S2,F,B,1,31,S
631,S2,F,B,1,31,S
632,S2,F,B,1,31,S
633,S2,F,B,1,31,S
634,S2,F,B,1,33,S
635,S2,F,B,1,33,S
636,S2,F,B,1,33,S
637,S2,F,B,1,33,S
638,S2,F,B,1,33,S
639,S2,F,B,1,33,S
640,S2,F,B,1,33,S
641,S2,F,B,1,33,S
642,S2,F,B,1,33,S
643,S2,F,B,1,33,S
644,S2,F,B,1,33,S
645,S2,F,B,1,33,S
646,S2,F,B,1,35,S
647,S2,F,B,1,35,S
648,S2,F,B,1,38,S
649,S2,F,B,1,38,S
650,S2,F,B,1,38,S
651,S2,F,B,1,38,S
652,S2,F,B,1,38,S
653,S2,F,B,1,38,S
654,S2,F,B,1,40,S
655,S2,F,B,1,40,S
656,S2,F,B,1,40,S
657,S2,F,B,1,40,S
658,S2,F,B,1,40,S
659,S2,F,B,1,45,S
660,S2,F,B,1,45,S
661,S2,F,B,1,45,S
662,S2,F,B,1,45,S
663,S2,F,B,1,47,S
664,S2,F,B,1,47,S
665,S2,F,B,1,49,S
666,S2,F,B,1,49,S
667,S2,F,B,1,52,S
668,S2,F,B,1,59,S
669,S2,F,B,1,59,S
670,S2,F,B,1,61,S
671,S2,F,B,1,66,S
672,S2,F,B,0,5,S
673,S2,F,B,0,12,S
674,S2,F,B,0,12,S
675,S2,F,B,0,19,S
676,S2,F,B,0,45,S
677,S3,F,B,1,3,S
678,S3,F,B,1,3,S
679,S3,F,B,1,3,S
680,S3,F,B,1,3,S
681,S3,F,B,1,3,S
682,S3,F,B,1,10,S
683,S3,F,B,1,10,S
684,S3,F,B,1,10,S
685,S3,F,B,1,12,S
686,S3,F,B,1,14,S
687,S3,F,B,1,17,S
688,S3,F,B,1,17,S
689,S3,F,B,1,17,S
690,S3,F,B,1,19,S
691,S3,F,B,1,19,S
692,S3,F,B,1,19,S
693,S3,F,B,1,21,S
694,S3,F,B,1,21,S
695,S3,F,B,1,21,S
696,S3,F,B,1,24,S
697,S3,F,B,1,24,S
698,S3,F,B,1,24,S
699,S3,F,B,1,24,S
700,S3,F,B,1,24,S
701,S3,F,B,1,24,S
702,S3,F,B,1,24,S
703,S3,F,B,1,26,S
704,S3,F,B,1,26,S
705,S3,F,B,1,26,S
706,S3,F,B,1,26,S
707,S3,F,B,1,28,S
708,S3,F,B,1,28,S
709,S3,F,B,1,28,S
710,S3,F,B,1,28,S
711,S3,F,B,1,28,S
712,S3,F,B,1,28,S
713,S3,F,B,1,28,S
714,S3,F,B,1,28,S
715,S3,F,B,1,31,S
716,S3,F,B,1,31,S
717,S3,F,B,1,31,S
718,S3,F,B,1,31,S
719,S3,F,B,1,31,S
720,S3,F,B,1,31,S
721,S3,F,B,1,31,S
722,S3,F,B,1,31,S
723,S3,F,B,1,31,S
724,S3,F,B,1,31,S
725,S3,F,B,1,31,S
726,S3,F,B,1,33,S
727,S3,F,B,1,33,S
728,S3,F,B,1,33,S
729,S3,F,B,1,33,S
730,S3,F,B,1,33,S
731,S3,F,B,1,33,S
732,S3,F,B,1,33,S
733,S3,F,B,1,35,S
734,S3,F,B,1,35,S
735,S3,F,B,1,35,S
736,S3,F,B,1,35,S
737,S3,F,B,1,38,S
738,S3,F,B,1,38,S
739,S3,F,B,1,38,S
740,S3,F,B,1,38,S
741,S3,F,B,1,38,S
742,S3,F,B,1,38,S
743,S3,F,B,1,38,S
744,S3,F,B,1,38,S
745,S3,F,B,1,38,S
746,S3,F,B,1,40,S
747,S3,F,B,1,40,S
748,S3,F,B,1,45,S
749,S3,F,B,1,45,S
750,S3,F,B,1,45,S
751,S3,F,B,1,45,S
752,S3,F,B,1,47,S
753,S3,F,B,1,54,S
754,S3,F,B,1,56,S
755,S3,F,B,1,59,S
756,S3,F,B,1,59,S
757,S3,F,B,1,59,S
758,S3,F,B,1,61,S
759,S3,F,B,0,5,S
760,S3,F,B,0,19,S
761,S3,F,B,0,19,S
762,S3,F,B,0,24,S
763,S3,F,B,0,24,S
764,S3,F,B,0,33,S
765,S1,F,D,1,3,S
766,S1,F,D,1,5,S
767,S1,F,D,1,7,S
768,S1,F,D,1,10,S
769,S1,F,D,1,10,S
770,S1,F,D,1,17,S
771,S1,F,D,1,19,S
772,S1,F,D,1,24,S
773,S1,F,D,1,31,S
774,S1,F,D,1,31,S
775,S1,F,D,1,31,S
776,S1,F,D,1,31,S
777,S1,F,D,1,31,S
778,S1,F,D,1,33,S
779,S1,F,D,1,33,S
780,S1,F,D,1,38,S
781,S1,F,D,1,40,S
782,S1,F,D,1,45,S
783,S1,F,D,1,45,S
784,S1,F,D,1,45,S
785,S1,F,D,1,47,S
786,S1,F,D,1,47,S
787,S1,F,D,1,52,S
788,S1,F,D,1,52,S
789,S1,F,D,1,52,S
790,S1,F,D,1,52,S
791,S1,F,D,1,54,S
792,S1,F,D,1,54,S
793,S1,F,D,1,56,S
794,S1,F,D,1,56,S
795,S1,F,D,1,56,S
796,S1,F,D,1,59,S
797,S1,F,D,1,59,S
798,S1,F,D,1,59,S
799,S1,F,D,1,59,S
800,S1,F,D,1,59,S
801,S1,F,D,1,61,S
802,S1,F,D,1,61,S
803,S1,F,D,1,61,S
804,S1,F,D,1,61,S
805,S1,F,D,1,61,S
806,S1,F,D,1,63,S
807,S1,F,D,1,63,S
808,S1,F,D,1,63,S
809,S1,F,D,1,63,S
810,S1,F,D,1,66,S
811,S1,F,D,1,66,S
812,S1,F,D,1,66,S
813,S1,F,D,1,68,S
814,S1,F,D,1,70,S
815,S1,F,D,1,73,S
816,S1,F,D,1,73,S
817,S1,F,D,1,73,S
818,S1,F,D,1,73,S
819,S1,F,D,1,73,S
820,S1,F,D,1,73,S
821,S1,F,D,1,73,S
822,S1,F,D,1,73,S
823,S1,F,D,1,75,S
824,S1,F,D,1,75,S
825,S1,F,D,1,75,S
826,S1,F,D,1,80,S
827,S1,F,D,1,80,S
828,S1,F,D,1,80,S
829,S1,F,D,1,80,S
830,S1,F,D,1,80,S
831,S1,F,D,1,82,S
832,S1,F,D,1,82,S
833,S1,F,D,1,82,S
834,S1,F,D,1,82,S
835,S1,F,D,1,84,S
836,S1,F,D,1,87,S
837,S1,F,D,1,87,S
838,S1,F,D,1,87,S
839,S1,F,D,0,7,S
840,S1,F,D,0,17,S
841,S1,F,D,0,17,S
842,S1,F,D,0,19,S
843,S1,F,D,0,19,S
844,S1,F,D,0,24,S
845,S1,F,D,0,28,S
846,S1,F,D,0,31,S
847,S1,F,D,0,38,S
848,S2,F,D,1,3,S
849,S2,F,D,1,3,S
850,S2,F,D,1,3,S
851,S2,F,D,1,7,S
852,S2,F,D,1,10,S
853,S2,F,D,1,21,S
854,S2,F,D,1,21,S
855,S2,F,D,1,21,S
856,S2,F,D,1,24,S
857,S2,F,D,1,31,S
858,S2,F,D,1,31,S
859,S2,F,D,1,33,S
860,S2,F,D,1,35,S
861,S2,F,D,1,35,S
862,S2,F,D,1,38,S
863,S2,F,D,1,38,S
864,S2,F,D,1,40,S
865,S2,F,D,1,40,S
866,S2,F,D,1,40,S
867,S2,F,D,1,45,S
868,S2,F,D,1,45,S
869,S2,F,D,1,45,S
870,S2,F,D,1,45,S
871,S2,F,D,1,45,S
872,S2,F,D,1,47,S
873,S2,F,D,1,47,S
874,S2,F,D,1,47,S
875,S2,F,D,1,47,S
876,S2,F,D,1,47,S
877,S2,F,D,1,49,S
878,S2,F,D,1,49,S
879,S2,F,D,1,49,S
880,S2,F,D,1,49,S
881,S2,F,D,1,52,S
882,S2,F,D,1,52,S
883,S2,F,D,1,52,S
884,S2,F,D,1,52,S
885,S2,F,D,1,56,S
886,S2,F,D,1,59,S
887,S2,F,D,1,59,S
888,S2,F,D,1,61,S
889,S2,F,D,1,61,S
890,S2,F,D,1,61,S
891,S2,F,D,1,63,S
892,S2,F,D,1,66,S
893,S2,F,D,1,66,S
894,S2,F,D,1,66,S
895,S2,F,D,1,68,S
896,S2,F,D,1,70,S
897,S2,F,D,1,70,S
898,S2,F,D,1,73,S
899,S2,F,D,1,73,S
900,S2,F,D,1,73,S
901,S2,F,D,1,73,S
902,S2,F,D,1,73,S
903,S2,F,D,1,75,S
904,S2,F,D,1,77,S
905,S2,F,D,1,80,S
906,S2,F,D,1,80,S
907,S2,F,D,1,80,S
908,S2,F,D,1,80,S
909,S2,F,D,1,80,S
910,S2,F,D,1,80,S
911,S2,F,D,1,82,S
912,S2,F,D,1,84,S
913,S2,F,D,1,87,S
914,S2,F,D,1,87,S
915,S2,F,D,1,87,S
916,S2,F,D,0,5,S
917,S2,F,D,0,12,S
918,S2,F,D,0,12,S
919,S2,F,D,0,12,S
920,S2,F,D,0,12,S
921,S2,F,D,0,14,S
922,S2,F,D,0,21,S
923,S3,F,D,1,5,S
924,S3,F,D,1,7,S
925,S3,F,D,1,12,S
926,S3,F,D,1,12,S
927,S3,F,D,1,12,S
928,S3,F,D,1,14,S
929,S3,F,D,1,21,S
930,S3,F,D,1,24,S
931,S3,F,D,1,31,S
932,S3,F,D,1,31,S
