"day"	"event"	"line"	"censor"	"sex"	"chro"	"allele"
"514"	38	3	"L2"	0	"M"	"D"	"L"
"515"	45	2	"L2"	0	"M"	"D"	"L"
"516"	45	2	"L2"	0	"M"	"D"	"L"
"517"	47	1	"L2"	0	"M"	"D"	"L"
"518"	49	1	"L2"	0	"M"	"D"	"L"
"519"	52	3	"L2"	0	"M"	"D"	"L"
"520"	52	3	"L2"	0	"M"	"D"	"L"
"521"	52	3	"L2"	0	"M"	"D"	"L"
"522"	54	3	"L2"	0	"M"	"D"	"L"
"523"	54	3	"L2"	0	"M"	"D"	"L"
"524"	54	3	"L2"	0	"M"	"D"	"L"
"525"	59	2	"L2"	0	"M"	"D"	"L"
"526"	59	2	"L2"	0	"M"	"D"	"L"
"527"	61	2	"L2"	0	"M"	"D"	"L"
"528"	61	2	"L2"	0	"M"	"D"	"L"
"529"	66	5	"L2"	0	"M"	"D"	"L"
"530"	66	5	"L2"	0	"M"	"D"	"L"
"531"	66	5	"L2"	0	"M"	"D"	"L"
"532"	66	5	"L2"	0	"M"	"D"	"L"
"533"	66	5	"L2"	0	"M"	"D"	"L"
"534"	68	1	"L2"	0	"M"	"D"	"L"
"535"	70	1	"L2"	0	"M"	"D"	"L"
"536"	73	1	"L2"	0	"M"	"D"	"L"
"537"	75	3	"L2"	0	"M"	"D"	"L"
"538"	75	3	"L2"	0	"M"	"D"	"L"
"539"	75	3	"L2"	0	"M"	"D"	"L"
"540"	80	1	"L2"	0	"M"	"D"	"L"
"541"	82	1	"L2"	0	"M"	"D"	"L"
"542"	84	1	"L2"	0	"M"	"D"	"L"
"543"	7	4	"L2"	0	"M"	"D"	"L"
"544"	7	4	"L2"	0	"M"	"D"	"L"
"545"	7	4	"L2"	0	"M"	"D"	"L"
"546"	7	4	"L2"	0	"M"	"D"	"L"
"547"	17	1	"L2"	0	"M"	"D"	"L"
"548"	19	1	"L2"	0	"M"	"D"	"L"
"549"	21	2	"L2"	0	"M"	"D"	"L"
"550"	21	2	"L2"	0	"M"	"D"	"L"
"551"	26	1	"L2"	0	"M"	"D"	"L"
"552"	28	1	"L2"	0	"M"	"D"	"L"
"553"	33	2	"L2"	0	"M"	"D"	"L"
"554"	33	2	"L2"	0	"M"	"D"	"L"
"555"	38	1	"L2"	0	"M"	"D"	"L"
"556"	40	1	"L2"	0	"M"	"D"	"L"
"557"	3	1	"L3"	0	"M"	"D"	"L"
"558"	5	1	"L3"	0	"M"	"D"	"L"
"559"	7	1	"L3"	0	"M"	"D"	"L"
"560"	10	2	"L3"	0	"M"	"D"	"L"
"561"	10	2	"L3"	0	"M"	"D"	"L"
"562"	12	1	"L3"	0	"M"	"D"	"L"
"563"	14	3	"L3"	0	"M"	"D"	"L"
"564"	14	3	"L3"	0	"M"	"D"	"L"
"565"	14	3	"L3"	0	"M"	"D"	"L"
"566"	17	2	"L3"	0	"M"	"D"	"L"
"567"	17	2	"L3"	0	"M"	"D"	"L"
"568"	19	5	"L3"	0	"M"	"D"	"L"
"569"	19	5	"L3"	0	"M"	"D"	"L"
"570"	19	5	"L3"	0	"M"	"D"	"L"
"571"	19	5	"L3"	0	"M"	"D"	"L"
"572"	19	5	"L3"	0	"M"	"D"	"L"
"573"	21	2	"L3"	0	"M"	"D"	"L"
"574"	21	2	"L3"	0	"M"	"D"	"L"
"575"	24	1	"L3"	0	"M"	"D"	"L"
"576"	26	3	"L3"	0	"M"	"D"	"L"
"577"	26	3	"L3"	0	"M"	"D"	"L"
"578"	26	3	"L3"	0	"M"	"D"	"L"
"579"	28	2	"L3"	0	"M"	"D"	"L"
"580"	28	2	"L3"	0	"M"	"D"	"L"
"581"	31	3	"L3"	0	"M"	"D"	"L"
"582"	31	3	"L3"	0	"M"	"D"	"L"
"583"	31	3	"L3"	0	"M"	"D"	"L"
"584"	33	3	"L3"	0	"M"	"D"	"L"
"585"	33	3	"L3"	0	"M"	"D"	"L"
"586"	33	3	"L3"	0	"M"	"D"	"L"
"587"	35	7	"L3"	0	"M"	"D"	"L"
"588"	35	7	"L3"	0	"M"	"D"	"L"
"589"	35	7	"L3"	0	"M"	"D"	"L"
"590"	35	7	"L3"	0	"M"	"D"	"L"
"591"	35	7	"L3"	0	"M"	"D"	"L"
"592"	35	7	"L3"	0	"M"	"D"	"L"
"593"	35	7	"L3"	0	"M"	"D"	"L"
"594"	38	4	"L3"	0	"M"	"D"	"L"
"595"	38	4	"L3"	0	"M"	"D"	"L"
"596"	38	4	"L3"	0	"M"	"D"	"L"
"597"	38	4	"L3"	0	"M"	"D"	"L"
"598"	45	3	"L3"	0	"M"	"D"	"L"
"599"	45	3	"L3"	0	"M"	"D"	"L"
"600"	45	3	"L3"	0	"M"	"D"	"L"
"601"	47	3	"L3"	0	"M"	"D"	"L"
"602"	47	3	"L3"	0	"M"	"D"	"L"
"603"	47	3	"L3"	0	"M"	"D"	"L"
"604"	52	4	"L3"	0	"M"	"D"	"L"
"605"	52	4	"L3"	0	"M"	"D"	"L"
"606"	52	4	"L3"	0	"M"	"D"	"L"
"607"	52	4	"L3"	0	"M"	"D"	"L"
"608"	56	2	"L3"	0	"M"	"D"	"L"
"609"	56	2	"L3"	0	"M"	"D"	"L"
"610"	59	2	"L3"	0	"M"	"D"	"L"
"611"	59	2	"L3"	0	"M"	"D"	"L"
"612"	61	2	"L3"	0	"M"	"D"	"L"
"613"	61	2	"L3"	0	"M"	"D"	"L"
"614"	73	1	"L3"	0	"M"	"D"	"L"
"615"	75	1	"L3"	0	"M"	"D"	"L"
"616"	87	2	"L3"	0	"M"	"D"	"L"
"617"	87	2	"L3"	0	"M"	"D"	"L"
"618"	5	2	"L3"	0	"M"	"D"	"L"
"619"	5	2	"L3"	0	"M"	"D"	"L"
"620"	10	1	"L3"	0	"M"	"D"	"L"
"621"	14	2	"L3"	0	"M"	"D"	"L"
"622"	14	2	"L3"	0	"M"	"D"	"L"
"623"	17	1	"L3"	0	"M"	"D"	"L"
"624"	21	3	"L3"	0	"M"	"D"	"L"
"625"	21	3	"L3"	0	"M"	"D"	"L"
"626"	21	3	"L3"	0	"M"	"D"	"L"
"627"	24	1	"L3"	0	"M"	"D"	"L"
"628"	26	1	"L3"	0	"M"	"D"	"L"
"629"	35	1	"L3"	0	"M"	"D"	"L"
"630"	3	1	"S1"	0	"M"	"D"	"S"
"631"	5	1	"S1"	0	"M"	"D"	"S"
"632"	12	4	"S1"	0	"M"	"D"	"S"
"633"	12	4	"S1"	0	"M"	"D"	"S"
"634"	12	4	"S1"	0	"M"	"D"	"S"
"635"	12	4	"S1"	0	"M"	"D"	"S"
"636"	17	1	"S1"	0	"M"	"D"	"S"
"637"	19	1	"S1"	0	"M"	"D"	"S"
"638"	21	4	"S1"	0	"M"	"D"	"S"
"639"	21	4	"S1"	0	"M"	"D"	"S"
"640"	21	4	"S1"	0	"M"	"D"	"S"
"641"	21	4	"S1"	0	"M"	"D"	"S"
"642"	24	1	"S1"	0	"M"	"D"	"S"
"643"	31	3	"S1"	0	"M"	"D"	"S"
"644"	31	3	"S1"	0	"M"	"D"	"S"
"645"	31	3	"S1"	0	"M"	"D"	"S"
"646"	33	5	"S1"	0	"M"	"D"	"S"
"647"	33	5	"S1"	0	"M"	"D"	"S"
"648"	33	5	"S1"	0	"M"	"D"	"S"
"649"	33	5	"S1"	0	"M"	"D"	"S"
"650"	33	5	"S1"	0	"M"	"D"	"S"
"651"	35	1	"S1"	0	"M"	"D"	"S"
"652"	38	2	"S1"	0	"M"	"D"	"S"
"653"	38	2	"S1"	0	"M"	"D"	"S"
"654"	40	3	"S1"	0	"M"	"D"	"S"
"655"	40	3	"S1"	0	"M"	"D"	"S"
"656"	40	3	"S1"	0	"M"	"D"	"S"
"657"	45	4	"S1"	0	"M"	"D"	"S"
"658"	45	4	"S1"	0	"M"	"D"	"S"
"659"	45	4	"S1"	0	"M"	"D"	"S"
"660"	45	4	"S1"	0	"M"	"D"	"S"
"661"	47	3	"S1"	0	"M"	"D"	"S"
"662"	47	3	"S1"	0	"M"	"D"	"S"
"663"	47	3	"S1"	0	"M"	"D"	"S"
"664"	49	4	"S1"	0	"M"	"D"	"S"
"665"	49	4	"S1"	0	"M"	"D"	"S"
"666"	49	4	"S1"	0	"M"	"D"	"S"
"667"	49	4	"S1"	0	"M"	"D"	"S"
"668"	52	5	"S1"	0	"M"	"D"	"S"
"669"	52	5	"S1"	0	"M"	"D"	"S"
"670"	52	5	"S1"	0	"M"	"D"	"S"
"671"	52	5	"S1"	0	"M"	"D"	"S"
"672"	52	5	"S1"	0	"M"	"D"	"S"
"673"	54	2	"S1"	0	"M"	"D"	"S"
"674"	54	2	"S1"	0	"M"	"D"	"S"
"675"	56	1	"S1"	0	"M"	"D"	"S"
"676"	59	6	"S1"	0	"M"	"D"	"S"
"677"	59	6	"S1"	0	"M"	"D"	"S"
"678"	59	6	"S1"	0	"M"	"D"	"S"
"679"	59	6	"S1"	0	"M"	"D"	"S"
"680"	59	6	"S1"	0	"M"	"D"	"S"
"681"	59	6	"S1"	0	"M"	"D"	"S"
"682"	66	2	"S1"	0	"M"	"D"	"S"
"683"	66	2	"S1"	0	"M"	"D"	"S"
"684"	68	2	"S1"	0	"M"	"D"	"S"
"685"	68	2	"S1"	0	"M"	"D"	"S"
"686"	70	1	"S1"	0	"M"	"D"	"S"
"687"	73	2	"S1"	0	"M"	"D"	"S"
"688"	73	2	"S1"	0	"M"	"D"	"S"
"689"	77	1	"S1"	0	"M"	"D"	"S"
"690"	80	1	"S1"	0	"M"	"D"	"S"
"691"	3	2	"S1"	0	"M"	"D"	"S"
"692"	3	2	"S1"	0	"M"	"D"	"S"
"693"	5	2	"S1"	0	"M"	"D"	"S"
"694"	5	2	"S1"	0	"M"	"D"	"S"
"695"	7	1	"S1"	0	"M"	"D"	"S"
"696"	21	1	"S1"	0	"M"	"D"	"S"
"697"	31	1	"S1"	0	"M"	"D"	"S"
"698"	3	2	"S2"	0	"M"	"D"	"S"
"699"	3	2	"S2"	0	"M"	"D"	"S"
"700"	5	2	"S2"	0	"M"	"D"	"S"
"701"	5	2	"S2"	0	"M"	"D"	"S"
"702"	10	1	"S2"	0	"M"	"D"	"S"
"703"	12	3	"S2"	0	"M"	"D"	"S"
"704"	12	3	"S2"	0	"M"	"D"	"S"
"705"	12	3	"S2"	0	"M"	"D"	"S"
"706"	14	2	"S2"	0	"M"	"D"	"S"
"707"	14	2	"S2"	0	"M"	"D"	"S"
"708"	17	2	"S2"	0	"M"	"D"	"S"
"709"	17	2	"S2"	0	"M"	"D"	"S"
"710"	19	1	"S2"	0	"M"	"D"	"S"
"711"	24	2	"S2"	0	"M"	"D"	"S"
"712"	24	2	"S2"	0	"M"	"D"	"S"
"713"	28	2	"S2"	0	"M"	"D"	"S"
"714"	28	2	"S2"	0	"M"	"D"	"S"
"715"	33	3	"S2"	0	"M"	"D"	"S"
"716"	33	3	"S2"	0	"M"	"D"	"S"
"717"	33	3	"S2"	0	"M"	"D"	"S"
"718"	35	2	"S2"	0	"M"	"D"	"S"
"719"	35	2	"S2"	0	"M"	"D"	"S"
"720"	38	1	"S2"	0	"M"	"D"	"S"
"721"	40	3	"S2"	0	"M"	"D"	"S"
"722"	40	3	"S2"	0	"M"	"D"	"S"
"723"	40	3	"S2"	0	"M"	"D"	"S"
"724"	45	3	"S2"	0	"M"	"D"	"S"
"725"	45	3	"S2"	0	"M"	"D"	"S"
"726"	45	3	"S2"	0	"M"	"D"	"S"
"727"	49	1	"S2"	0	"M"	"D"	"S"
"728"	52	1	"S2"	0	"M"	"D"	"S"
"729"	54	2	"S2"	0	"M"	"D"	"S"
"730"	54	2	"S2"	0	"M"	"D"	"S"
"731"	59	2	"S2"	0	"M"	"D"	"S"
"732"	59	2	"S2"	0	"M"	"D"	"S"
"733"	61	1	"S2"	0	"M"	"D"	"S"
"734"	66	3	"S2"	0	"M"	"D"	"S"
"735"	66	3	"S2"	0	"M"	"D"	"S"
"736"	66	3	"S2"	0	"M"	"D"	"S"
"737"	73	2	"S2"	0	"M"	"D"	"S"
"738"	73	2	"S2"	0	"M"	"D"	"S"
"739"	75	3	"S2"	0	"M"	"D"	"S"
"740"	75	3	"S2"	0	"M"	"D"	"S"
"741"	75	3	"S2"	0	"M"	"D"	"S"
"742"	77	2	"S2"	0	"M"	"D"	"S"
"743"	77	2	"S2"	0	"M"	"D"	"S"
"744"	80	5	"S2"	0	"M"	"D"	"S"
"745"	80	5	"S2"	0	"M"	"D"	"S"
"746"	80	5	"S2"	0	"M"	"D"	"S"
"747"	80	5	"S2"	0	"M"	"D"	"S"
"748"	80	5	"S2"	0	"M"	"D"	"S"
"749"	84	1	"S2"	0	"M"	"D"	"S"
"750"	87	1	"S2"	0	"M"	"D"	"S"
"751"	94	1	"S2"	0	"M"	"D"	"S"
"752"	5	5	"S2"	0	"M"	"D"	"S"
"753"	5	5	"S2"	0	"M"	"D"	"S"
"754"	5	5	"S2"	0	"M"	"D"	"S"
"755"	5	5	"S2"	0	"M"	"D"	"S"
"756"	5	5	"S2"	0	"M"	"D"	"S"
"757"	7	2	"S2"	0	"M"	"D"	"S"
"758"	7	2	"S2"	0	"M"	"D"	"S"
"759"	14	1	"S2"	0	"M"	"D"	"S"
"760"	17	1	"S2"	0	"M"	"D"	"S"
"761"	19	1	"S2"	0	"M"	"D"	"S"
"762"	21	1	"S2"	0	"M"	"D"	"S"
"763"	24	2	"S2"	0	"M"	"D"	"S"
"764"	24	2	"S2"	0	"M"	"D"	"S"
"765"	26	1	"S2"	0	"M"	"D"	"S"
"766"	28	2	"S2"	0	"M"	"D"	"S"
"767"	28	2	"S2"	0	"M"	"D"	"S"
"768"	35	1	"S2"	0	"M"	"D"	"S"
"1541"	3	4	"S3"	0	"M"	"B"	"S"
"1551"	3	4	"S3"	0	"M"	"B"	"S"
"1561"	3	4	"S3"	0	"M"	"B"	"S"
"1571"	3	4	"S3"	0	"M"	"B"	"S"
"1581"	5	1	"S3"	0	"M"	"B"	"S"
"1591"	17	1	"S3"	0	"M"	"B"	"S"
"1601"	19	4	"S3"	0	"M"	"B"	"S"
"1611"	19	4	"S3"	0	"M"	"B"	"S"
"1621"	19	4	"S3"	0	"M"	"B"	"S"
"1631"	19	4	"S3"	0	"M"	"B"	"S"
"1641"	24	2	"S3"	0	"M"	"B"	"S"
"1651"	24	2	"S3"	0	"M"	"B"	"S"
"1661"	26	1	"S3"	0	"M"	"B"	"S"
"1671"	28	1	"S3"	0	"M"	"B"	"S"
"1681"	31	2	"S3"	0	"M"	"B"	"S"
"1691"	31	2	"S3"	0	"M"	"B"	"S"
"1701"	33	4	"S3"	0	"M"	"B"	"S"
"1711"	33	4	"S3"	0	"M"	"B"	"S"
"1721"	33	4	"S3"	0	"M"	"B"	"S"
"1731"	33	4	"S3"	0	"M"	"B"	"S"
"1741"	35	3	"S3"	0	"M"	"B"	"S"
"1751"	35	3	"S3"	0	"M"	"B"	"S"
"1761"	35	3	"S3"	0	"M"	"B"	"S"
"1771"	38	3	"S3"	0	"M"	"B"	"S"
"1781"	38	3	"S3"	0	"M"	"B"	"S"
"1791"	38	3	"S3"	0	"M"	"B"	"S"
"1801"	40	5	"S3"	0	"M"	"B"	"S"
"1811"	40	5	"S3"	0	"M"	"B"	"S"
"1821"	40	5	"S3"	0	"M"	"B"	"S"
"1831"	40	5	"S3"	0	"M"	"B"	"S"
"1841"	40	5	"S3"	0	"M"	"B"	"S"
"1851"	45	4	"S3"	0	"M"	"B"	"S"
"1861"	45	4	"S3"	0	"M"	"B"	"S"
"1871"	45	4	"S3"	0	"M"	"B"	"S"
"1881"	45	4	"S3"	0	"M"	"B"	"S"
"1891"	47	1	"S3"	0	"M"	"B"	"S"
"1901"	52	3	"S3"	0	"M"	"B"	"S"
"1911"	52	3	"S3"	0	"M"	"B"	"S"
"1921"	52	3	"S3"	0	"M"	"B"	"S"
"1931"	54	1	"S3"	0	"M"	"B"	"S"
"1941"	56	2	"S3"	0	"M"	"B"	"S"
"1951"	56	2	"S3"	0	"M"	"B"	"S"
"1961"	59	4	"S3"	0	"M"	"B"	"S"
"1971"	59	4	"S3"	0	"M"	"B"	"S"
"1981"	59	4	"S3"	0	"M"	"B"	"S"
"1991"	59	4	"S3"	0	"M"	"B"	"S"
"2001"	61	3	"S3"	0	"M"	"B"	"S"
"2011"	61	3	"S3"	0	"M"	"B"	"S"
"2021"	61	3	"S3"	0	"M"	"B"	"S"
"2031"	63	2	"S3"	0	"M"	"B"	"S"
"2041"	63	2	"S3"	0	"M"	"B"	"S"
"2051"	66	4	"S3"	0	"M"	"B"	"S"
"2061"	66	4	"S3"	0	"M"	"B"	"S"
"2071"	66	4	"S3"	0	"M"	"B"	"S"
"2081"	66	4	"S3"	0	"M"	"B"	"S"
"2091"	68	2	"S3"	0	"M"	"B"	"S"
"2101"	68	2	"S3"	0	"M"	"B"	"S"
"2111"	70	1	"S3"	0	"M"	"B"	"S"
"2121"	73	3	"S3"	0	"M"	"B"	"S"
"2131"	73	3	"S3"	0	"M"	"B"	"S"
"2141"	73	3	"S3"	0	"M"	"B"	"S"
"2151"	77	1	"S3"	0	"M"	"B"	"S"
"2161"	80	2	"S3"	0	"M"	"B"	"S"
"2171"	80	2	"S3"	0	"M"	"B"	"S"
"2181"	82	1	"S3"	0	"M"	"B"	"S"
"2191"	84	1	"S3"	0	"M"	"B"	"S"
"2201"	5	1	"S3"	0	"M"	"B"	"S"
"2211"	12	1	"S3"	0	"M"	"B"	"S"
"2221"	17	1	"S3"	0	"M"	"B"	"S"
"2231"	19	1	"S3"	0	"M"	"B"	"S"
"2241"	21	1	"S3"	0	"M"	"B"	"S"
"2251"	24	3	"S3"	0	"M"	"B"	"S"
"2261"	24	3	"S3"	0	"M"	"B"	"S"
"2271"	24	3	"S3"	0	"M"	"B"	"S"
"2281"	26	1	"S3"	0	"M"	"B"	"S"
"2291"	28	1	"S3"	0	"M"	"B"	"S"
"2301"	3	2	"S3"	0	"M"	"D"	"S"
"2311"	3	2	"S3"	0	"M"	"D"	"S"
"2321"	14	1	"S3"	0	"M"	"D"	"S"
"2331"	24	2	"S3"	0	"M"	"D"	"S"
"2341"	24	2	"S3"	0	"M"	"D"	"S"
"2351"	26	2	"S3"	0	"M"	"D"	"S"
"2361"	26	2	"S3"	0	"M"	"D"	"S"
"2371"	28	2	"S3"	0	"M"	"D"	"S"
"2381"	28	2	"S3"	0	"M"	"D"	"S"
"2391"	31	2	"S3"	0	"M"	"D"	"S"
"2401"	31	2	"S3"	0	"M"	"D"	"S"
"2411"	33	2	"S3"	0	"M"	"D"	"S"
"2421"	33	2	"S3"	0	"M"	"D"	"S"
"2431"	35	1	"S3"	0	"M"	"D"	"S"
"2441"	38	4	"S3"	0	"M"	"D"	"S"
"2451"	38	4	"S3"	0	"M"	"D"	"S"
"2461"	38	4	"S3"	0	"M"	"D"	"S"
"2471"	38	4	"S3"	0	"M"	"D"	"S"
"2481"	40	2	"S3"	0	"M"	"D"	"S"
"2491"	40	2	"S3"	0	"M"	"D"	"S"
"2501"	45	6	"S3"	0	"M"	"D"	"S"
"2511"	45	6	"S3"	0	"M"	"D"	"S"
"2521"	45	6	"S3"	0	"M"	"D"	"S"
"2531"	45	6	"S3"	0	"M"	"D"	"S"
"2541"	45	6	"S3"	0	"M"	"D"	"S"
"2551"	45	6	"S3"	0	"M"	"D"	"S"
"2561"	47	2	"S3"	0	"M"	"D"	"S"
"2571"	47	2	"S3"	0	"M"	"D"	"S"
"2581"	49	2	"S3"	0	"M"	"D"	"S"
"2591"	49	2	"S3"	0	"M"	"D"	"S"
"2601"	52	7	"S3"	0	"M"	"D"	"S"
"2611"	52	7	"S3"	0	"M"	"D"	"S"
"2621"	52	7	"S3"	0	"M"	"D"	"S"
"2631"	52	7	"S3"	0	"M"	"D"	"S"
"2641"	52	7	"S3"	0	"M"	"D"	"S"
"2651"	52	7	"S3"	0	"M"	"D"	"S"
"2661"	52	7	"S3"	0	"M"	"D"	"S"
"2671"	56	2	"S3"	0	"M"	"D"	"S"
"2681"	56	2	"S3"	0	"M"	"D"	"S"
"2691"	59	5	"S3"	0	"M"	"D"	"S"
"2701"	59	5	"S3"	0	"M"	"D"	"S"
"2711"	59	5	"S3"	0	"M"	"D"	"S"
"2721"	59	5	"S3"	0	"M"	"D"	"S"
"2731"	59	5	"S3"	0	"M"	"D"	"S"
"2741"	61	2	"S3"	0	"M"	"D"	"S"
"2751"	61	2	"S3"	0	"M"	"D"	"S"
"2761"	63	1	"S3"	0	"M"	"D"	"S"
"2771"	68	1	"S3"	0	"M"	"D"	"S"
"2781"	70	1	"S3"	0	"M"	"D"	"S"
"2791"	73	2	"S3"	0	"M"	"D"	"S"
"2801"	73	2	"S3"	0	"M"	"D"	"S"
"2811"	75	2	"S3"	0	"M"	"D"	"S"
"2821"	75	2	"S3"	0	"M"	"D"	"S"
"2831"	77	2	"S3"	0	"M"	"D"	"S"
"2841"	77	2	"S3"	0	"M"	"D"	"S"
"2851"	80	2	"S3"	0	"M"	"D"	"S"
"2861"	80	2	"S3"	0	"M"	"D"	"S"
"2871"	84	1	"S3"	0	"M"	"D"	"S"
"2881"	91	1	"S3"	0	"M"	"D"	"S"
"2891"	94	1	"S3"	0	"M"	"D"	"S"
"2901"	5	6	"S3"	0	"M"	"D"	"S"
"2911"	5	6	"S3"	0	"M"	"D"	"S"
"2921"	5	6	"S3"	0	"M"	"D"	"S"
"2931"	5	6	"S3"	0	"M"	"D"	"S"
"2941"	5	6	"S3"	0	"M"	"D"	"S"
"2951"	5	6	"S3"	0	"M"	"D"	"S"
"2961"	5	3	"S3"	0	"M"	"D"	"S"
"2971"	5	3	"S3"	0	"M"	"D"	"S"
"2981"	5	3	"S3"	0	"M"	"D"	"S"
"2991"	14	1	"S3"	0	"M"	"D"	"S"
"3001"	17	1	"S3"	0	"M"	"D"	"S"
"3011"	19	2	"S3"	0	"M"	"D"	"S"
"3021"	19	2	"S3"	0	"M"	"D"	"S"
"3031"	21	3	"S3"	0	"M"	"D"	"S"
"3041"	21	3	"S3"	0	"M"	"D"	"S"
"3051"	21	3	"S3"	0	"M"	"D"	"S"
"3061"	24	1	"S3"	0	"M"	"D"	"S"
"3071"	26	1	"S3"	0	"M"	"D"	"S"
"3081"	28	1	"S3"	0	"M"	"D"	"S"
"3091"	31	1	"S3"	0	"M"	"D"	"S"
"1100"	3	1	"L1"	0	"F"	"B"	"L"
"2100"	17	2	"L1"	0	"F"	"B"	"L"
"3100"	17	2	"L1"	0	"F"	"B"	"L"
"4100"	19	2	"L1"	0	"F"	"B"	"L"
"5100"	19	2	"L1"	0	"F"	"B"	"L"
"6100"	21	3	"L1"	0	"F"	"B"	"L"
"7100"	21	3	"L1"	0	"F"	"B"	"L"
"8100"	21	3	"L1"	0	"F"	"B"	"L"
"987"	24	6	"L1"	0	"F"	"B"	"L"
"1010"	24	6	"L1"	0	"F"	"B"	"L"
"1110"	24	6	"L1"	0	"F"	"B"	"L"
"1210"	24	6	"L1"	0	"F"	"B"	"L"
"1310"	24	6	"L1"	0	"F"	"B"	"L"
"1410"	24	6	"L1"	0	"F"	"B"	"L"
"1510"	26	3	"L1"	0	"F"	"B"	"L"
"1610"	26	3	"L1"	0	"F"	"B"	"L"
"1710"	26	3	"L1"	0	"F"	"B"	"L"
"1810"	28	4	"L1"	0	"F"	"B"	"L"
"1910"	28	4	"L1"	0	"F"	"B"	"L"
"2010"	28	4	"L1"	0	"F"	"B"	"L"
"2110"	28	4	"L1"	0	"F"	"B"	"L"
"2210"	31	12	"L1"	0	"F"	"B"	"L"
"2310"	31	12	"L1"	0	"F"	"B"	"L"
"2410"	31	12	"L1"	0	"F"	"B"	"L"
"2510"	31	12	"L1"	0	"F"	"B"	"L"
"2610"	31	12	"L1"	0	"F"	"B"	"L"
"2710"	31	12	"L1"	0	"F"	"B"	"L"
"2810"	31	12	"L1"	0	"F"	"B"	"L"
"2910"	31	12	"L1"	0	"F"	"B"	"L"
"3010"	31	12	"L1"	0	"F"	"B"	"L"
"3110"	31	12	"L1"	0	"F"	"B"	"L"
"3210"	31	12	"L1"	0	"F"	"B"	"L"
"3310"	31	12	"L1"	0	"F"	"B"	"L"
"3410"	33	11	"L1"	0	"F"	"B"	"L"
"3510"	33	11	"L1"	0	"F"	"B"	"L"
"3610"	33	11	"L1"	0	"F"	"B"	"L"
"3710"	33	11	"L1"	0	"F"	"B"	"L"
"3810"	33	11	"L1"	0	"F"	"B"	"L"
"3910"	33	11	"L1"	0	"F"	"B"	"L"
"4010"	33	11	"L1"	0	"F"	"B"	"L"
"4110"	33	11	"L1"	0	"F"	"B"	"L"
"4210"	33	11	"L1"	0	"F"	"B"	"L"
"4310"	33	11	"L1"	0	"F"	"B"	"L"
"4410"	33	11	"L1"	0	"F"	"B"	"L"
"4510"	35	3	"L1"	0	"F"	"B"	"L"
"4610"	35	3	"L1"	0	"F"	"B"	"L"
"4710"	35	3	"L1"	0	"F"	"B"	"L"
"4810"	38	11	"L1"	0	"F"	"B"	"L"
"4910"	38	11	"L1"	0	"F"	"B"	"L"
"5010"	38	11	"L1"	0	"F"	"B"	"L"
"5110"	38	11	"L1"	0	"F"	"B"	"L"
"5210"	38	11	"L1"	0	"F"	"B"	"L"
"5310"	38	11	"L1"	0	"F"	"B"	"L"
"5410"	38	11	"L1"	0	"F"	"B"	"L"
"5510"	38	11	"L1"	0	"F"	"B"	"L"
"5610"	38	11	"L1"	0	"F"	"B"	"L"
"5710"	38	11	"L1"	0	"F"	"B"	"L"
"5810"	38	11	"L1"	0	"F"	"B"	"L"
"5910"	40	1	"L1"	0	"F"	"B"	"L"
"6010"	45	11	"L1"	0	"F"	"B"	"L"
"6110"	45	11	"L1"	0	"F"	"B"	"L"
"6210"	45	11	"L1"	0	"F"	"B"	"L"
"6310"	45	11	"L1"	0	"F"	"B"	"L"
"6410"	45	11	"L1"	0	"F"	"B"	"L"
"6510"	45	11	"L1"	0	"F"	"B"	"L"
"6610"	45	11	"L1"	0	"F"	"B"	"L"
"6710"	45	11	"L1"	0	"F"	"B"	"L"
"6810"	45	11	"L1"	0	"F"	"B"	"L"
"6910"	45	11	"L1"	0	"F"	"B"	"L"
"7010"	45	11	"L1"	0	"F"	"B"	"L"
"7110"	47	2	"L1"	0	"F"	"B"	"L"
"7210"	47	2	"L1"	0	"F"	"B"	"L"
"7310"	52	3	"L1"	0	"F"	"B"	"L"
"7410"	52	3	"L1"	0	"F"	"B"	"L"
"7510"	52	3	"L1"	0	"F"	"B"	"L"
"7610"	56	1	"L1"	0	"F"	"B"	"L"
"7710"	59	1	"L1"	0	"F"	"B"	"L"
"7810"	61	1	"L1"	0	"F"	"B"	"L"
"7910"	63	1	"L1"	0	"F"	"B"	"L"
"8010"	70	1	"L1"	0	"F"	"B"	"L"
"8110"	73	1	"L1"	0	"F"	"B"	"L"
"8210"	75	1	"L1"	0	"F"	"B"	"L"
"8310"	80	1	"L1"	0	"F"	"B"	"L"
"8410"	7	1	"L1"	0	"F"	"B"	"L"
"8510"	17	1	"L1"	0	"F"	"B"	"L"
"8610"	19	1	"L1"	0	"F"	"B"	"L"
"8710"	24	1	"L1"	0	"F"	"B"	"L"
"8810"	40	1	"L1"	0	"F"	"B"	"L"
"8910"	3	2	"L2"	0	"F"	"B"	"L"
"9010"	3	2	"L2"	0	"F"	"B"	"L"
"9110"	5	1	"L2"	0	"F"	"B"	"L"
"9210"	12	2	"L2"	0	"F"	"B"	"L"
"9310"	12	2	"L2"	0	"F"	"B"	"L"
"9410"	14	2	"L2"	0	"F"	"B"	"L"
"9510"	14	2	"L2"	0	"F"	"B"	"L"
"9610"	17	4	"L2"	0	"F"	"B"	"L"
"9710"	17	4	"L2"	0	"F"	"B"	"L"
