day,event,line,censor,sex,chro,allelle
52,7,S3,0,F,D,S
52,7,S3,0,F,D,S
52,7,S3,0,F,D,S
52,7,S3,0,F,D,S
59,4,S3,0,F,D,S
59,4,S3,0,F,D,S
59,4,S3,0,F,D,S
59,4,S3,0,F,D,S
63,5,S3,0,F,D,S
63,5,S3,0,F,D,S
63,5,S3,0,F,D,S
63,5,S3,0,F,D,S
63,5,S3,0,F,D,S
66,3,S3,0,F,D,S
66,3,S3,0,F,D,S
66,3,S3,0,F,D,S
68,1,S3,0,F,D,S
70,1,S3,0,F,D,S
80,2,S3,0,F,D,S
80,2,S3,0,F,D,S
84,1,S3,0,F,D,S
14,1,S3,0,F,D,S
17,1,S3,0,F,D,S
21,4,S3,0,F,D,S
21,4,S3,0,F,D,S
21,4,S3,0,F,D,S
21,4,S3,0,F,D,S
24,1,S3,0,F,D,S
26,2,S3,0,F,D,S
26,2,S3,0,F,D,S
31,1,S3,0,F,D,S
35,1,S3,0,F,D,S
3,4,S3,0,M,B,S
3,4,S3,0,M,B,S
3,4,S3,0,M,B,S
3,4,S3,0,M,B,S
5,1,S3,0,M,B,S
17,1,S3,0,M,B,S
19,4,S3,0,M,B,S
19,4,S3,0,M,B,S
19,4,S3,0,M,B,S
19,4,S3,0,M,B,S
24,2,S3,0,M,B,S
24,2,S3,0,M,B,S
26,1,S3,0,M,B,S
28,1,S3,0,M,B,S
31,2,S3,0,M,B,S
31,2,S3,0,M,B,S
33,4,S3,0,M,B,S
33,4,S3,0,M,B,S
33,4,S3,0,M,B,S
33,4,S3,0,M,B,S
35,3,S3,0,M,B,S
35,3,S3,0,M,B,S
35,3,S3,0,M,B,S
38,3,S3,0,M,B,S
38,3,S3,0,M,B,S
38,3,S3,0,M,B,S
40,5,S3,0,M,B,S
40,5,S3,0,M,B,S
40,5,S3,0,M,B,S
40,5,S3,0,M,B,S
40,5,S3,0,M,B,S
45,4,S3,0,M,B,S
45,4,S3,0,M,B,S
45,4,S3,0,M,B,S
45,4,S3,0,M,B,S
47,1,S3,0,M,B,S
52,3,S3,0,M,B,S
52,3,S3,0,M,B,S
52,3,S3,0,M,B,S
54,1,S3,0,M,B,S
56,2,S3,0,M,B,S
56,2,S3,0,M,B,S
59,4,S3,0,M,B,S
59,4,S3,0,M,B,S
59,4,S3,0,M,B,S
59,4,S3,0,M,B,S
61,3,S3,0,M,B,S
61,3,S3,0,M,B,S
61,3,S3,0,M,B,S
63,2,S3,0,M,B,S
63,2,S3,0,M,B,S
66,4,S3,0,M,B,S
66,4,S3,0,M,B,S
66,4,S3,0,M,B,S
66,4,S3,0,M,B,S
68,2,S3,0,M,B,S
68,2,S3,0,M,B,S
70,1,S3,0,M,B,S
73,3,S3,0,M,B,S
73,3,S3,0,M,B,S
73,3,S3,0,M,B,S
77,1,S3,0,M,B,S
80,2,S3,0,M,B,S
80,2,S3,0,M,B,S
82,1,S3,0,M,B,S
84,1,S3,0,M,B,S
5,1,S3,0,M,B,S
12,1,S3,0,M,B,S
17,1,S3,0,M,B,S
19,1,S3,0,M,B,S
21,1,S3,0,M,B,S
24,3,S3,0,M,B,S
24,3,S3,0,M,B,S
24,3,S3,0,M,B,S
26,1,S3,0,M,B,S
28,1,S3,0,M,B,S
3,2,S3,0,M,D,S
3,2,S3,0,M,D,S
14,1,S3,0,M,D,S
24,2,S3,0,M,D,S
24,2,S3,0,M,D,S
26,2,S3,0,M,D,S
26,2,S3,0,M,D,S
28,2,S3,0,M,D,S
28,2,S3,0,M,D,S
31,2,S3,0,M,D,S
31,2,S3,0,M,D,S
33,2,S3,0,M,D,S
33,2,S3,0,M,D,S
35,1,S3,0,M,D,S
38,4,S3,0,M,D,S
38,4,S3,0,M,D,S
38,4,S3,0,M,D,S
38,4,S3,0,M,D,S
40,2,S3,0,M,D,S
40,2,S3,0,M,D,S
45,6,S3,0,M,D,S
45,6,S3,0,M,D,S
45,6,S3,0,M,D,S
45,6,S3,0,M,D,S
45,6,S3,0,M,D,S
45,6,S3,0,M,D,S
47,2,S3,0,M,D,S
47,2,S3,0,M,D,S
49,2,S3,0,M,D,S
49,2,S3,0,M,D,S
52,7,S3,0,M,D,S
52,7,S3,0,M,D,S
52,7,S3,0,M,D,S
52,7,S3,0,M,D,S
52,7,S3,0,M,D,S
52,7,S3,0,M,D,S
52,7,S3,0,M,D,S
56,2,S3,0,M,D,S
56,2,S3,0,M,D,S
59,5,S3,0,M,D,S
59,5,S3,0,M,D,S
59,5,S3,0,M,D,S
59,5,S3,0,M,D,S
59,5,S3,0,M,D,S
61,2,S3,0,M,D,S
61,2,S3,0,M,D,S
63,1,S3,0,M,D,S
68,1,S3,0,M,D,S
70,1,S3,0,M,D,S
73,2,S3,0,M,D,S
73,2,S3,0,M,D,S
75,2,S3,0,M,D,S
75,2,S3,0,M,D,S
77,2,S3,0,M,D,S
77,2,S3,0,M,D,S
80,2,S3,0,M,D,S
80,2,S3,0,M,D,S
84,1,S3,0,M,D,S
91,1,S3,0,M,D,S
94,1,S3,0,M,D,S
5,6,S3,0,M,D,S
5,6,S3,0,M,D,S
5,6,S3,0,M,D,S
5,6,S3,0,M,D,S
5,6,S3,0,M,D,S
5,6,S3,0,M,D,S
5,3,S3,0,M,D,S
5,3,S3,0,M,D,S
5,3,S3,0,M,D,S
14,1,S3,0,M,D,S
17,1,S3,0,M,D,S
19,2,S3,0,M,D,S
19,2,S3,0,M,D,S
21,3,S3,0,M,D,S
21,3,S3,0,M,D,S
21,3,S3,0,M,D,S
24,1,S3,0,M,D,S
26,1,S3,0,M,D,S
28,1,S3,0,M,D,S
31,1,S3,0,M,D,S
